Company Name,Asset Type,Percentage Allocation
ICICI Bank Ltd.,Equity,9.13%
HDFC Bank Ltd.,Equity,8.82%
Nestle India Ltd.,Equity,5.47%
Titan Company Ltd.,Equity,4.78%
CBLO(CCIL),Others,3.73%
Reliance Industries Ltd.,Equity,3.67%
Larsen & Toubro Ltd.,Equity,3.30%
Tata Consultancy Services Ltd.,Equity,2.84%
Kotak Mahindra Bank Ltd.,Equity,2.53%
Infosys Ltd.,Equity,2.49%
Nifty,Equity,2.24%
Cholamandalam Investment & Finance Company Ltd.,Equity,2.20%
Bharat Electronics Ltd.,Equity,2.07%
Ambuja Cements Ltd.,Equity,1.99%
State Bank Of India,Equity,1.96%
Varun Beverages Ltd.,Equity,1.83%
Godrej Consumer Products Ltd.,Equity,1.82%
Hindalco Industries Ltd.,Equity,1.76%
Mahindra & Mahindra Ltd.,Equity,1.75%
ABB India Ltd.,Equity,1.74%
Maruti Suzuki India Ltd.,Equity,1.74%
Bajaj Finance Ltd.,Equity,1.73%
Bajaj Finserv Ltd.,Equity,1.50%
Trent Ltd.,Equity,1.49%
Torrent Pharmaceuticals Ltd.,Equity,1.48%
Ltimindtree Ltd.,Equity,1.45%
Power Finance Corporation Ltd.,Equity,1.41%
Zomato Ltd.,Equity,1.36%
Jio Financial Services Ltd.,Equity,1.35%
Treasury Bill (182D),Others,1.30%
Persistent Systems Ltd.,Equity,1.24%
Coforge Ltd.,Equity,1.11%
Tata Steel Ltd.,Equity,1.11%
HDFC Life Insurance Company Ltd.,Equity,1.04%
Bharti Airtel Ltd.,Equity,0.94%
CG Power & Industrial Solutions Ltd.,Equity,0.93%
Computer Age Management Services Ltd.,Equity,0.89%
Treasury Bill (364D),Others,0.79%
Axis Bank Ltd.,Equity,0.78%
National Thermal Power Corporation Ltd.,Equity,0.73%
Global Health Ltd.,Equity,0.68%
Eicher Motors Ltd.,Equity,0.67%
KSB Ltd.,Equity,0.67%
Five-Star Business Finance Ltd.,Equity,0.63%
ICICI Prudential Life Insurance Company Ltd.,Equity,0.63%
Asian Paints Ltd.,Equity,0.59%
Mankind Pharma Ltd.,Equity,0.58%
IIFL Finance Ltd. (Erstwhile India Infoline Finance Limited),Equity,0.56%
Gandhar Oil Refinery (India) Ltd.,Equity,0.54%
Indian Renewable Energy Development Agency (Ireda),Equity,0.53%
Muthoot Finance Ltd.,Equity,0.53%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.53%
Treasury Bill (91D),Others,0.52%
Intellect Design Arena Ltd.,Equity,0.51%
Oil & Natural Gas Corporation Ltd.,Equity,0.51%
Treasury Bill (91D),Others,0.50%
Sonata Software Ltd.,Equity,0.48%
The Jammu & Kashmir Bank Ltd.,Equity,0.47%
Brookfield REIT,Others,0.46%
Navin Fluorine International Ltd.,Equity,0.46%
Astral Ltd. (Erstwhile Astral Poly Technik Ltd.),Equity,0.46%
Nucleus Software Exports Ltd.,Equity,0.44%
India Shelter Finance Corporation Ltd.,Equity,0.41%
The Phoenix Mills Ltd.,Equity,0.39%
REC Ltd.,Equity,0.39%
Info Edge (India) Ltd.,Equity,0.38%
Power Grid Corporation Of India Ltd.,Equity,0.37%
Jupiter Life Line Hospitals Ltd.,Equity,0.34%
Cipla Ltd.,Equity,0.29%
Tube Investments Of India Ltd.,Equity,0.18%
Honasa Consumer Ltd.,Equity,0.15%
RHI Magnesita India Ltd.,Equity,0.15%
Treasury Bill (182D),Others,0.08%
Persistent Systems Ltd.,Equity,0.03%
Muthoot Finance Ltd.,Equity,0.02%
Navin Fluorine International Ltd.,Equity,0.01%
Happy Forgings Ltd.,Equity,0.01%
Net Receivables/(Payable),Others,-1.17%
Derivative,Others,-4.48%
