Company Name,Asset Type,Percentage Allocation
HDFC Mutual Fund (HDFC Flexi Cap Fund - Direct - Growth),Equity,18.55%
HDFC Mutual Fund (HDFC Top 100 Fund - Direct - Growth),Equity,18.17%
HDFC Mutual Fund (HDFC Gold Exchange Traded Fund),Others,12.85%
HDFC Mutual Fund (HDFC Short Term Debt Fund - Direct - Growth),Debt,12.02%
HDFC Mutual Fund (HDFC Low Duration Fund - Direct - Growth),Debt,6.78%
HDFC Mutual Fund (HDFC Small Cap Fund - Direct - Growth),Equity,5.68%
HDFC Mutual Fund (HDFC Mid-Cap Opportunities Fund - Direct - Growth),Equity,4.64%
HDFC Mutual Fund (HDFC Floating Rate Debt Fund - Direct - Growth),Debt,3.33%
HDFC Mutual Fund (HDFC Large and Mid Cap Fund - Direct - Growth),Equity,3.04%
HDFC Mutual Fund (HDFC Dividend Yield Fund - Direct - Growth),Equity,3.03%
HDFC Mutual Fund (HDFC Gilt Fund - Direct - Growth),Debt,2.66%
HDFC Mutual Fund (HDFC Medium Term Debt Fund - Direct - Growth),Debt,2.65%
HDFC Mutual Fund (HDFC Income Fund - Direct - Growth),Debt,2.64%
Triparty Repo,Others,2.59%
HDFC Mutual Fund (HDFC Banking & Financial Services Fund - Direct - Growth),Equity,1.53%
Current Assets,Others,-0.16%
