Company Name,Asset Type,Percentage Allocation
Reliance Industries Ltd.,Equity,9.76%
Adani Power Ltd.,Equity,8.55%
Jio Financial Services Ltd.,Equity,8.34%
GAIL (India) Ltd.,Equity,7.90%
Life Insurance Corporation of India,Equity,6.81%
Britannia Industries Ltd.,Equity,6.51%
Sun Pharmaceuticals Ind Ltd.,Equity,5.59%
Aurobindo Pharma Ltd.,Equity,5.41%
Triparty Repo,Others,5.28%
Bank Of India,Equity,5.09%
Bikaji Foods International Ltd.,Equity,5.07%
Adani Green Energy Ltd.,Equity,4.59%
Hindalco Industries Ltd.,Equity,3.77%
Hindalco Industries Ltd.,Equity,3.69%
Treasury Bill (91D),Others,3.44%
Jindal Steel & Power Ltd.,Equity,3.36%
Britannia Industries Ltd.,Equity,2.78%
Bosch Ltd.,Equity,2.75%
Treasury Bill (91D),Others,2.58%
Godrej Consumer Products Ltd.,Equity,2.46%
Aurobindo Pharma Ltd.,Equity,1.63%
Godrej Consumer Products Ltd.,Equity,1.49%
GAIL (India) Ltd.,Equity,1.30%
Current Assets,Others,-8.15%
