Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,8.24%
ICICI Bank Ltd.,Equity,5.95%
Bharat Electronics Ltd.,Equity,4.55%
Maruti Suzuki India Ltd.,Equity,4.46%
National Thermal Power Corporation Ltd.,Equity,4.38%
Infosys Ltd.,Equity,4.32%
Ultratech Cement Ltd.,Equity,4.26%
Reliance Industries Ltd.,Equity,4.11%
Larsen & Toubro Ltd.,Equity,3.83%
Axis Bank Ltd.,Equity,3.70%
Sun Pharmaceuticals Ind Ltd.,Equity,3.67%
Hero Motocorp Ltd.,Equity,3.52%
Bharat Forge Ltd.,Equity,3.46%
Tech Mahindra Ltd.,Equity,3.24%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,3.19%
Bharti Airtel Ltd.,Equity,2.78%
Hindustan Unilever Ltd.,Equity,2.73%
HDFC Life Insurance Company Ltd.,Equity,2.69%
Triparty Repo,Others,2.53%
Zomato Ltd.,Equity,2.53%
Fortis Healthcare Ltd.,Equity,2.51%
Bosch Ltd.,Equity,2.42%
United Breweries Ltd.,Equity,2.38%
Carborundum Universal Ltd.,Equity,2.28%
Bata India Ltd.,Equity,2.20%
Au Small Finance Bank Ltd.,Equity,2.08%
SRF Ltd.,Equity,1.98%
Kajaria Ceramics Ltd.,Equity,1.89%
Alkem Laboratories Ltd.,Equity,1.51%
Persistent Systems Ltd.,Equity,1.49%
Orient Electric Ltd.,Equity,1.28%
Current Assets,Others,-0.19%
