Company Name,Asset Type,Percentage Allocation
Bajaj Finance Ltd.,Equity,6.28%
ICICI Bank Ltd.,Equity,5.06%
HDFC Bank Ltd.,Equity,4.38%
Tata Motors Ltd.,Equity,4.34%
Alkem Laboratories Ltd.,Equity,4.12%
Hindustan Aeronautics Ltd.,Equity,4.06%
IPCA Laboratories Ltd.,Equity,3.96%
Hero Motocorp Ltd.,Equity,3.93%
Emami Ltd.,Equity,3.84%
Infosys Ltd.,Equity,3.83%
Bharat Forge Ltd.,Equity,3.68%
Triparty Repo,Others,3.67%
Axis Bank Ltd.,Equity,3.57%
Power Finance Corporation Ltd.,Equity,3.51%
Coforge Ltd.,Equity,3.43%
Cholamandalam Investment & Finance Company Ltd.,Equity,3.30%
The Phoenix Mills Ltd.,Equity,3.27%
Coromandel International Ltd. (Coromandel Fertilisers Ltd.),Equity,3.24%
Century Plyboards Ltd.,Equity,3.22%
Polycab India Ltd.,Equity,3.21%
SBI Life Insurance Company Ltd.,Equity,3.16%
GAIL (India) Ltd.,Equity,2.92%
Ratnamani Metals & Tubes Ltd.,Equity,2.80%
IIFL Finance Ltd. (Erstwhile India Infoline Finance Limited),Equity,2.63%
Westlife Foodworld Ltd.,Equity,2.28%
Tech Mahindra Ltd.,Equity,2.13%
Bharat Petroleum Corporation Ltd.,Equity,1.97%
Ultratech Cement Ltd.,Equity,1.97%
Kirloskar Oil Engines Ltd.,Equity,1.86%
Suven Pharmaceuticals Ltd.,Equity,0.68%
Net Receivables/(Payable),Others,-0.28%
