Company Name,Asset Type,Percentage Allocation
Triparty Repo,Others,12.89%
HDFC Bank Ltd.,Equity,9.29%
ICICI Bank Ltd.,Equity,9.20%
National Thermal Power Corporation Ltd.,Equity,5.37%
Cipla Ltd.,Equity,5.16%
State Bank Of India,Equity,4.80%
Hindustan Aeronautics Ltd.,Equity,4.61%
SBI Life Insurance Company Ltd.,Equity,4.45%
HCL Technologies Ltd.,Equity,4.22%
Apollo Hospitals Enterprise Ltd.,Equity,4.10%
Axis Bank Ltd.,Equity,3.81%
Bharti Airtel Ltd.,Equity,3.44%
Prestige Estates Projects Ltd.,Equity,2.85%
Bosch Ltd.,Equity,2.56%
Nexus Select Trust,Others,2.50%
Mahindra & Mahindra Ltd.,Equity,2.39%
Embassy Office Parks Reit,Others,2.28%
Kotak Mahindra Bank Ltd.,Equity,2.20%
Piramal Pharma Ltd.,Equity,2.08%
Karur Vysya Bank Ltd.,Equity,1.98%
Power Grid Corporation Of India Ltd.,Equity,1.77%
Bajaj Auto Ltd.,Equity,1.76%
Dr Reddys Laboratories Ltd.,Equity,1.60%
Oil & Natural Gas Corporation Ltd.,Equity,1.30%
Tech Mahindra Ltd.,Equity,1.28%
Escorts Kubota Ltd.,Equity,1.20%
Coforge Ltd.,Equity,1.08%
Avalon Technologies Ltd,Equity,0.52%
Sapphire Foods India Ltd.,Equity,0.09%
Bharti Airtel Ltd.,Equity,0.02%
Current Assets,Others,-0.83%
