Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,9.98%
ICICI Bank Ltd.,Equity,9.77%
Triparty Repo,Others,5.90%
Infosys Ltd.,Equity,5.83%
Cholamandalam Investment & Finance Company Ltd.,Equity,5.27%
Tata Motors Ltd.,Equity,4.53%
Apar Industries Ltd.,Equity,4.44%
Reliance Industries Ltd.,Equity,4.10%
Indusind Bank Ltd.,Equity,4.07%
Trent Ltd.,Equity,3.96%
Ltimindtree Ltd.,Equity,3.55%
The Phoenix Mills Ltd.,Equity,3.17%
ITC Ltd.,Equity,2.99%
Prataap Snacks Ltd.,Equity,2.96%
Mankind Pharma Ltd.,Equity,2.90%
TVS Motor Company Ltd.,Equity,2.65%
Eureka Forbes Ltd.,Equity,2.38%
L&T Technology Services Ltd.,Equity,2.16%
Landmark Cars Ltd.,Equity,2.13%
General Insurance Corporation of India Ltd.,Equity,2.12%
Interglobe Aviation Ltd.,Equity,2.11%
Inox Wind Ltd.,Equity,2.07%
Praj Industries Ltd.,Equity,2.06%
Five-Star Business Finance Ltd.,Equity,2.06%
Jupiter Wagons Ltd.,Equity,1.91%
The Indian Hotels Company Ltd.,Equity,1.90%
Rainbow Childrens Medicare Ltd.,Equity,1.86%
Rossari Biotech Ltd.,Equity,1.23%
Cash Margin,Debt,0.13%
Cash Margin,Debt,0.04%
Cash,Others,0.00%
Net Receivables/(Payable),Others,-0.22%
