Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,9.34%
ICICI Bank Ltd.,Equity,8.48%
Reliance Industries Ltd.,Equity,5.81%
Larsen & Toubro Ltd.,Equity,5.32%
Axis Bank Ltd.,Equity,4.60%
Infosys Ltd.,Equity,4.46%
ITC Ltd.,Equity,4.45%
DLF Ltd.,Equity,4.43%
Titan Company Ltd.,Equity,3.54%
Zensar Technologies Ltd.,Equity,3.53%
Triparty Repo,Others,3.49%
Oil & Natural Gas Corporation Ltd.,Equity,3.29%
TVS Motor Company Ltd.,Equity,3.25%
Sun Pharmaceuticals Ind Ltd.,Equity,3.24%
KEI Industries Ltd.,Equity,3.13%
Multi Commodity Exchange of India Ltd.,Equity,3.08%
Rainbow Childrens Medicare Ltd.,Equity,3.07%
Power Mech Projects Ltd.,Equity,2.97%
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,2.86%
Coforge Ltd.,Equity,2.86%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,2.64%
Blue Star Ltd.,Equity,2.43%
RHI Magnesita India Ltd.,Equity,2.33%
APL Apollo Tubes Ltd.,Equity,1.97%
PI Industries Ltd.,Equity,1.92%
Tata Technologies Ltd.,Equity,1.61%
Mankind Pharma Ltd.,Equity,1.59%
R R Kabel Ltd.,Equity,0.59%
Current Assets,Others,-0.30%
