Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,9.65%
ICICI Bank Ltd.,Equity,7.28%
Axis Bank Ltd.,Equity,6.88%
Infosys Ltd.,Equity,5.81%
Triparty Repo,Others,5.36%
State Bank Of India,Equity,5.24%
ITC Ltd.,Equity,4.78%
Reliance Industries Ltd.,Equity,4.11%
3M India Ltd.,Equity,4.11%
Hero Motocorp Ltd.,Equity,3.91%
SBI Cards & Payment Services Pvt. Ltd.,Equity,3.69%
Affle (India) Ltd.,Equity,3.47%
Honeywell Automation India Ltd.,Equity,3.09%
Varroc Engineering Pvt. Ltd.,Equity,2.83%
Bharat Forge Ltd.,Equity,2.67%
Zee Entertainment Enterprises Ltd.,Equity,2.35%
Fsn ECommerce Ventures Ltd.,Equity,2.22%
Restaurant Brands Asia Ltd.,Equity,2.22%
Thomas Cook (India) Ltd.,Equity,2.10%
Tech Mahindra Ltd.,Equity,2.09%
Medplus Health Services Ltd.,Equity,2.02%
Sapphire Foods India Ltd.,Equity,1.93%
Bharat Heavy Electricals Ltd.,Equity,1.86%
Container Corporation Of India Ltd.,Equity,1.80%
Coal India Ltd.,Equity,1.80%
Sterling & Wilson Renewable Energy Ltd. (Erstwhile Sterling & Wilson Solar Ltd.),Equity,1.62%
Cholamandalam Financial Holdings Ltd.,Equity,1.53%
PVR INOX Ltd.,Equity,1.53%
Angel One Ltd. (Erstwhile Angel Broking Ltd.),Equity,1.51%
IFB Industries Ltd.,Equity,0.72%
Cash Margin,Debt,0.00%
Current Assets,Others,-0.19%
