Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,8.38%
ICICI Bank Ltd.,Equity,6.82%
Larsen & Toubro Ltd.,Equity,6.49%
Triparty Repo,Others,5.00%
Reliance Industries Ltd.,Equity,4.97%
Ultratech Cement Ltd.,Equity,4.02%
Dixon Technologies (India) Ltd.,Equity,3.99%
Infosys Ltd.,Equity,3.95%
Polycab India Ltd.,Equity,3.82%
Bharat Electronics Ltd.,Equity,3.55%
Bajaj Auto Ltd.,Equity,3.53%
National Thermal Power Corporation Ltd.,Equity,3.38%
Tata Motors - DVR - A - ORDY,Equity,3.33%
The Phoenix Mills Ltd.,Equity,3.32%
State Bank Of India,Equity,3.24%
Nippon Life India Asset Management Ltd.,Equity,3.03%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,2.86%
Spandana Sphoorty Financial Ltd.,Equity,2.76%
Sonata Software Ltd.,Equity,2.70%
Bharti Airtel Ltd.,Equity,2.65%
Hindalco Industries Ltd.,Equity,2.53%
Tech Mahindra Ltd.,Equity,2.33%
Zomato Ltd.,Equity,2.14%
TVS Motor Company Ltd.,Equity,2.05%
Mankind Pharma Ltd.,Equity,2.00%
Gabriel India Ltd.,Equity,1.82%
Gokaldas Exports Ltd.,Equity,1.82%
Eureka Forbes Ltd.,Equity,1.79%
Escorts Kubota Ltd.,Equity,1.50%
Neogen Chemicals Ltd.,Equity,0.38%
Treasury Bill (182D),Others,0.09%
Net Receivables/(Payable),Others,-0.21%
