Company Name,Asset Type,Percentage Allocation
Bharti Airtel Ltd.,Equity,4.41%
HDFC Bank Ltd.,Equity,3.45%
Zomato Ltd.,Equity,3.29%
Jindal Stainless Ltd.,Equity,3.23%
Trent Ltd.,Equity,3.14%
ICICI Bank Ltd.,Equity,2.87%
Arvind Ltd.,Equity,2.85%
Bajaj Finance Ltd.,Equity,2.66%
Cholamandalam Investment & Finance Company Ltd.,Equity,2.65%
Ltimindtree Ltd.,Equity,2.52%
National Thermal Power Corporation Ltd.,Equity,2.49%
Larsen & Toubro Ltd.,Equity,2.45%
L G Balakrishnan & Bros Ltd.,Equity,2.41%
Triparty Repo,Others,2.39%
NLC India Ltd.,Equity,2.38%
Interglobe Aviation Ltd.,Equity,2.20%
KEI Industries Ltd.,Equity,2.09%
Ratnamani Metals & Tubes Ltd.,Equity,2.05%
Ceat Ltd.,Equity,2.02%
Coforge Ltd.,Equity,2.01%
Ultratech Cement Ltd.,Equity,1.94%
E.I.D. Parry India Ltd.,Equity,1.89%
Net Receivables/(Payable),Others,1.74%
TVS Motor Company Ltd.,Equity,1.70%
Titan Company Ltd.,Equity,1.67%
The Phoenix Mills Ltd.,Equity,1.62%
Reliance Industries Ltd.,Equity,1.58%
Century Textiles & Industries Ltd.,Equity,1.54%
HI TECH PIPES LTD.,Equity,1.51%
Sobha Ltd.,Equity,1.35%
Axis Bank Ltd.,Equity,1.32%
TVS Srichakra Ltd.,Equity,1.31%
CreditAccess Grameen Ltd.,Equity,1.29%
Suven Pharmaceuticals Ltd.,Equity,1.26%
Avenue Supermarts Ltd.,Equity,1.26%
Bharat Dynamics Ltd.,Equity,1.22%
India Shelter Finance Corporation Ltd.,Equity,1.18%
Tata Motors Ltd.,Equity,1.17%
Indian Bank,Equity,1.17%
Suryoday Small Finance Bank Ltd.,Equity,1.17%
HDFC Life Insurance Company Ltd.,Equity,1.13%
Tata Consultancy Services Ltd.,Equity,1.10%
Arvind Smart Spaces Ltd.,Equity,1.09%
Max Financial Services Ltd.,Equity,1.09%
KPIT Technologies Ltd.,Equity,1.03%
PCBL Ltd. (Erstwhile Phillips Carbon Black Ltd.),Equity,1.00%
AIA Engineering Ltd.,Equity,1.00%
ITC Ltd.,Equity,0.91%
DLF Ltd.,Equity,0.90%
Cyient Ltd.,Equity,0.90%
Bharat Electronics Ltd.,Equity,0.87%
Maruti Suzuki India Ltd.,Equity,0.82%
Prince Pipes & Fittings Ltd.,Equity,0.79%
ZF Commercial Vehicle Control Systems India Ltd.,Equity,0.78%
K P R Mill Ltd.,Equity,0.72%
Hindustan Aeronautics Ltd.,Equity,0.67%
Pidilite Industries Ltd.,Equity,0.65%
Infosys Ltd.,Equity,0.65%
Ujjivan Financial Services Ltd.,Equity,0.64%
Nitin Spinners Ltd.,Equity,0.44%
Tech Mahindra Ltd.,Equity,0.34%
