Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,9.53%
ICICI Bank Ltd.,Equity,9.14%
Triparty Repo,Others,7.25%
National Thermal Power Corporation Ltd.,Equity,5.94%
Hindustan Aeronautics Ltd.,Equity,5.79%
HCL Technologies Ltd.,Equity,5.15%
Bharti Airtel Ltd.,Equity,5.13%
Cipla Ltd.,Equity,4.95%
State Bank Of India,Equity,4.91%
SBI Life Insurance Company Ltd.,Equity,4.61%
Axis Bank Ltd.,Equity,3.79%
Prestige Estates Projects Ltd.,Equity,3.33%
Apollo Hospitals Enterprise Ltd.,Equity,3.27%
Infosys Ltd.,Equity,2.95%
Mahindra & Mahindra Ltd.,Equity,2.64%
Dr Reddys Laboratories Ltd.,Equity,2.33%
Kotak Mahindra Bank Ltd.,Equity,2.19%
Bajaj Auto Ltd.,Equity,2.00%
Power Grid Corporation Of India Ltd.,Equity,1.81%
Escorts Kubota Ltd.,Equity,1.65%
Oil & Natural Gas Corporation Ltd.,Equity,1.57%
Larsen & Toubro Ltd.,Equity,1.48%
Tech Mahindra Ltd.,Equity,1.26%
Lupin Ltd.,Equity,1.21%
Bank Of Baroda,Equity,1.20%
Coforge Ltd.,Equity,1.08%
Teamlease Services Ltd.,Equity,0.73%
Bharat Petroleum Corporation Ltd.,Equity,0.65%
Blue Star Ltd.,Equity,0.62%
SBI Cards & Payment Services Pvt. Ltd.,Equity,0.41%
Delhivery Ltd.,Equity,0.30%
Narayana Hrudayalaya Ltd.,Equity,0.28%
ZF Commercial Vehicle Control Systems India Ltd.,Equity,0.21%
Shoppers Stop Ltd.,Equity,0.21%
Reliance Industries Ltd.,Equity,0.20%
Bharti Airtel Ltd.,Equity,0.19%
IPCA Laboratories Ltd.,Equity,0.17%
Krishna Institute of Medical Sciences Ltd.,Equity,0.14%
Current Assets,Others,-0.26%
