Company Name,Asset Type,Percentage Allocation
National Thermal Power Corporation Ltd.,Equity,8.55%
Triparty Repo,Others,7.91%
ICICI Bank Ltd.,Equity,7.87%
Sun Pharmaceuticals Ind Ltd.,Equity,6.17%
Maruti Suzuki India Ltd.,Equity,4.95%
HDFC Bank Ltd.,Equity,4.13%
Bharti Airtel Ltd.,Equity,3.52%
Bharat Petroleum Corporation Ltd.,Equity,3.21%
Oil & Natural Gas Corporation Ltd.,Equity,3.20%
NHPC Ltd.,Equity,2.79%
Coal India Ltd.,Equity,2.61%
Infosys Ltd.,Equity,2.61%
Larsen & Toubro Ltd.,Equity,2.51%
Britannia Industries Ltd.,Equity,2.41%
HCL Technologies Ltd.,Equity,2.34%
Sundaram Finance Ltd.,Equity,2.04%
ITC Ltd.,Equity,1.97%
Oil India Ltd.,Equity,1.82%
State Bank Of India,Equity,1.76%
Hindalco Industries Ltd.,Equity,1.69%
Axis Bank Ltd.,Equity,1.65%
Embassy Office Parks Reit,Others,1.62%
Cummins India Ltd.,Equity,1.57%
Heidelberg Cement India Ltd.,Equity,1.41%
SBI Life Insurance Company Ltd.,Equity,1.27%
360 ONE WAM LTD.(Erstwhile IIFL WEALTH MANAGEMENT LIMITED),Equity,1.20%
Power Grid Corporation Of India Ltd.,Equity,1.03%
Muthoot Finance Ltd.,Equity,0.96%
Tata Steel Ltd.,Equity,0.96%
Indian Bank,Equity,0.92%
J M Financial Ltd.,Equity,0.88%
Zensar Technologies Ltd.,Equity,0.79%
The Great Eastern Shipping Company Ltd.,Equity,0.79%
CESC Ltd.,Equity,0.78%
Gujarat Pipavav Port Ltd.,Equity,0.74%
United Breweries Ltd.,Equity,0.67%
Bank Of India,Equity,0.67%
Mayur Uniquoters Ltd.,Equity,0.64%
Gateway Distriparks Ltd.,Equity,0.59%
Vardhman Textiles Ltd.,Equity,0.56%
Mahindra & Mahindra Ltd.,Equity,0.55%
Ultratech Cement Ltd.,Equity,0.54%
Bharat Heavy Electricals Ltd.,Equity,0.54%
G R Infraprojects Ltd.,Equity,0.51%
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.50%
TVS Holdings Ltd.,Equity,0.50%
Sandhar Technologies Ltd.,Equity,0.48%
Tech Mahindra Ltd.,Equity,0.45%
Grasim Industries Ltd.,Equity,0.42%
Oberoi Realty Ltd.,Equity,0.40%
Treasury Bill (91D),Others,0.31%
EPL Ltd. (Erstwhile Essel Propack Ltd.),Equity,0.25%
Gillette India Ltd.,Equity,0.18%
Treasury Bill (91D),Others,0.15%
LIC Housing Finance Ltd.,Equity,0.13%
Cash Margin,Debt,0.10%
Sundaram Clayton Dcd Ltd,Equity,0.10%
Camlin Fine Sciences Ltd.,Equity,0.09%
TVS Holdings Ltd.,Equity,0.05%
S.P. Apparels Ltd.,Equity,0.02%
Sundaram Clayton Dcd Ltd,Equity,0.00%
Current Assets,Others,-0.06%
