Company Name,Asset Type,Percentage Allocation
Larsen & Toubro Ltd.,Equity,16.45%
ITC Ltd.,Equity,11.93%
National Thermal Power Corporation Ltd.,Equity,11.23%
Power Grid Corporation Of India Ltd.,Equity,8.21%
Axis Bank Ltd.,Equity,7.85%
State Bank Of India,Equity,6.19%
Bharat Electronics Ltd.,Equity,5.70%
Oil & Natural Gas Corporation Ltd.,Equity,5.42%
National Aluminium Company Ltd.,Equity,5.40%
Coal India Ltd.,Equity,5.33%
Indian Oil Corporation Ltd.,Equity,3.35%
Bharat Petroleum Corporation Ltd.,Equity,2.91%
GAIL (India) Ltd.,Equity,2.89%
Power Finance Corporation Ltd.,Equity,1.43%
NHPC Ltd.,Equity,1.33%
REC Ltd.,Equity,1.31%
Bank Of Baroda,Equity,1.11%
NBCC (India) Ltd.,Equity,0.48%
NLC India Ltd.,Equity,0.43%
Engineers India Ltd.,Equity,0.41%
SJVN Ltd.,Equity,0.35%
Indian Bank,Equity,0.27%
Triparty Repo,Others,0.06%
Current Assets,Others,-0.06%
