Company Name,Asset Type,Percentage Allocation
Power Finance Corporation Ltd.,Equity,4.77%
REC Ltd.,Equity,4.39%
The Indian Hotels Company Ltd.,Equity,3.32%
Coforge Ltd.,Equity,3.29%
Persistent Systems Ltd.,Equity,3.27%
Au Small Finance Bank Ltd.,Equity,3.26%
The Federal Bank Ltd.,Equity,3.01%
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,2.91%
HDFC Asset Management Company Ltd.,Equity,2.76%
Lupin Ltd.,Equity,2.74%
Bharat Forge Ltd.,Equity,2.73%
Aurobindo Pharma Ltd.,Equity,2.62%
Cummins India Ltd.,Equity,2.29%
MRF Ltd.,Equity,2.27%
Alkem Laboratories Ltd.,Equity,2.24%
Ashok Leyland Ltd.,Equity,2.24%
Polycab India Ltd.,Equity,2.20%
Hindustan Petroleum Corporation Ltd.,Equity,2.19%
Zee Entertainment Enterprises Ltd.,Equity,2.18%
NMDC Ltd.,Equity,2.06%
Page Industries Ltd.,Equity,2.04%
Container Corporation Of India Ltd.,Equity,2.03%
Max Financial Services Ltd.,Equity,2.01%
Godrej Properties Ltd.,Equity,1.97%
Mphasis Ltd.,Equity,1.96%
Astral Ltd. (Erstwhile Astral Poly Technik Ltd.),Equity,1.94%
Voltas Ltd.,Equity,1.92%
Jubilant Foodworks Ltd.,Equity,1.86%
Tata Communications Ltd.,Equity,1.78%
Balkrishna Industries Ltd.,Equity,1.75%
Bandhan Bank Ltd.,Equity,1.57%
Dalmia Bharat Ltd.,Equity,1.54%
Steel Authority Of India Ltd.,Equity,1.54%
ACC Ltd.,Equity,1.53%
Oberoi Realty Ltd.,Equity,1.44%
Petronet Lng Ltd.,Equity,1.44%
Mahindra & Mahindra Financial Services Ltd.,Equity,1.41%
LIC Housing Finance Ltd.,Equity,1.39%
Indraprastha Gas Ltd.,Equity,1.26%
L&T Technology Services Ltd.,Equity,1.24%
United Breweries Ltd.,Equity,1.14%
Indus Towers Ltd. (Erstwhile Bharti Infratel Limited),Equity,1.11%
Vodafone Idea Ltd.,Equity,1.07%
Abbott India Ltd.,Equity,1.05%
Aditya Birla Capital Ltd.,Equity,1.00%
Biocon Ltd.,Equity,0.95%
Bata India Ltd.,Equity,0.91%
Escorts Kubota Ltd.,Equity,0.85%
Oracle Financial Services Software Ltd.,Equity,0.85%
Gujarat Gas Ltd.,Equity,0.68%
Current Assets,Others,0.04%
