Company Name,Asset Type,Percentage Allocation
Coal India Ltd.,Equity,7.54%
Bharat Electronics Ltd.,Equity,6.83%
Nestle India Ltd.,Equity,6.21%
Adani Power Ltd.,Equity,6.11%
Britannia Industries Ltd.,Equity,6.00%
Tata Consultancy Services Ltd.,Equity,5.68%
Infosys Ltd.,Equity,5.36%
Colgate-Palmolive Ltd.,Equity,5.09%
CG Power & Industrial Solutions Ltd.,Equity,4.40%
HDFC Asset Management Company Ltd.,Equity,4.36%
Vedanta Ltd.,Equity,3.85%
ABB India Ltd.,Equity,3.73%
Container Corporation Of India Ltd.,Equity,3.56%
Indian Railway Catering & Tourism Corporation Ltd.,Equity,3.55%
Crompton Greaves Consumer Electrcials Ltd.,Equity,3.00%
Petronet Lng Ltd.,Equity,2.52%
Zydus Lifesciences Ltd.,Equity,2.39%
Life Insurance Corporation of India,Equity,2.39%
Indraprastha Gas Ltd.,Equity,2.21%
Gland Pharma Ltd.,Equity,1.81%
Abbott India Ltd.,Equity,1.67%
Emami Ltd.,Equity,1.64%
CRISIL Ltd.,Equity,1.58%
3M India Ltd.,Equity,1.50%
Oracle Financial Services Software Ltd.,Equity,1.47%
Castrol India Ltd.,Equity,1.31%
Hindustan Zinc Ltd.,Equity,1.22%
Glaxo Smithkline Pharmaceuticals Ltd.,Equity,1.21%
Bayer Cropscience Ltd.,Equity,1.00%
Gillette India Ltd.,Equity,0.64%
Net Receivables/(Payable),Others,0.17%
