Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,14.75%
Reliance Industries Ltd.,Equity,10.14%
ICICI Bank Ltd.,Equity,7.94%
Infosys Ltd.,Equity,6.26%
Net Receivables/(Payable),Others,6.06%
Larsen & Toubro Ltd.,Equity,4.85%
ITC Ltd.,Equity,4.65%
Tata Consultancy Services Ltd.,Equity,4.42%
Axis Bank Ltd.,Equity,3.55%
Kotak Mahindra Bank Ltd.,Equity,3.10%
Bharti Airtel Ltd.,Equity,2.97%
State Bank Of India,Equity,2.80%
Hindustan Unilever Ltd.,Equity,2.70%
Bajaj Finance Ltd.,Equity,2.31%
Mahindra & Mahindra Ltd.,Equity,1.88%
HCL Technologies Ltd.,Equity,1.76%
Asian Paints Ltd.,Equity,1.74%
Titan Company Ltd.,Equity,1.74%
National Thermal Power Corporation Ltd.,Equity,1.68%
Tata Motors Ltd.,Equity,1.59%
Maruti Suzuki India Ltd.,Equity,1.56%
Sun Pharmaceuticals Ind Ltd.,Equity,1.55%
Ultratech Cement Ltd.,Equity,1.38%
Tata Steel Ltd.,Equity,1.28%
Power Grid Corporation Of India Ltd.,Equity,1.23%
Indusind Bank Ltd.,Equity,1.19%
Nestle India Ltd.,Equity,1.06%
Bajaj Finserv Ltd.,Equity,1.04%
JSW Steel Ltd.,Equity,0.95%
Tech Mahindra Ltd.,Equity,0.90%
Wipro Ltd.,Equity,0.76%
Triparty Repo,Others,0.20%
