Company Name,Asset Type,Percentage Allocation
Hsbc Holdings Plc (Hk) Hoko,Equity,8.59%
Alibaba Group Holding Ltd.ADR,Equity,8.27%
Tencent Holdings,Equity,7.47%
AIA Group Ltd.,Equity,7.20%
China Construction Bank Corporation,Equity,4.62%
Meituan Dianping,Equity,4.46%
China Mobile Ltd.,Equity,3.66%
Hong Kong Exchanges & Clearing Ltd.,Equity,2.97%
Industrial & Commercial Bank of China Asia Ltd.,Equity,2.59%
Xiaomi Corporation,Equity,2.51%
Bank of China Ltd.,Equity,2.29%
Ping An Insurance (Grp) Co of China Ltd.,Equity,2.18%
BYD Company Ltd.,Equity,2.06%
CNOOC Ltd.,Equity,1.86%
Li Auto,Equity,1.86%
JD.com Inc.,Equity,1.81%
Techtronic Industries Company Ltd.,Equity,1.33%
CLP Holdings Ltd.,Equity,1.20%
Sun Hung Kai Properties Ltd.,Equity,1.13%
WuXi Biologics Inc,Equity,1.04%
The Link Real Estate Investment Trust.,Equity,1.03%
CK Hutchison Holdings Ltd.,Equity,1.03%
PetroChina Company Ltd.,Equity,1.00%
Anta Sports Products Ltd.,Equity,0.99%
China Merchants Bank Co Ltd.,Equity,0.98%
China Petroleum & Chemical Corporation,Equity,0.93%
NetEase Inc.,Equity,0.89%
Galaxy Entertainment Group Ltd.,Equity,0.88%
Nongfu Spring,Equity,0.84%
China Shenhua Energy Company Ltd.,Equity,0.83%
China Resources Land Ltd.,Equity,0.83%
Lenovo Group Ltd.,Equity,0.79%
Semiconductor Manufacturing International Corp,Equity,0.76%
Baidu.com Inc,Equity,0.75%
Boc Hong Kong Holdings Ltd.,Equity,0.72%
CK Asset Holdings Ltd.,Equity,0.70%
China Life Insurance Company Ltd.,Equity,0.69%
Hang Seng Bank Ltd.,Equity,0.64%
Zijin Mining Group Co Ltd.,Equity,0.64%
Hong Kong & China Gas Company Ltd.,Equity,0.62%
Shenzhou International Group Holdings Ltd.,Equity,0.61%
China Mengniu Dairy (HongKong),Equity,0.61%
CSPC Pharmaceutical Group Ltd.,Equity,0.60%
Sands China Ltd.,Equity,0.60%
Power Assets Holdings Ltd.,Equity,0.58%
Citic Pacific,Equity,0.52%
MTR Corporation Ltd.,Equity,0.52%
China Resources Beer Holdings Company Ltd.,Equity,0.51%
Haier Smart Home Co Ltd.,Equity,0.49%
China Overseas Land & Investment (HongKong),Equity,0.48%
Geely Auto Holdings Ltd.,Equity,0.48%
Sunny Optical Technology Group Company Ltd.,Equity,0.46%
Li-Ning Company Ltd.,Equity,0.46%
Enn Energy Holdings Ltd.,Equity,0.42%
Wharf Real Estate Investment Company,Equity,0.41%
Jd Health International Inc,Equity,0.40%
WH Group Ltd.,Equity,0.39%
Sino Biopharmaceutical Ltd.,Equity,0.36%
Trip.com Group,Equity,0.35%
Henderson Land Development Company Ltd.,Equity,0.32%
China Resources Power Holdings Co Ltd.,Equity,0.28%
China Unicom Ltd.,Equity,0.28%
Triparty Repo,Others,0.27%
Budweiser Brewing Co Apac Ltd.,Equity,0.27%
Wuxi Apptec Colimited Ltd.,Equity,0.27%
Longfor Properties Company Ltd.,Equity,0.27%
Sinopharm Group Co Ltd.,Equity,0.25%
CK Asset Holdings Ltd.,Equity,0.25%
Haidilao International Holding Ltd.,Equity,0.22%
Chow Tai Fook Jewellery Group Ltd.,Equity,0.21%
Alibaba Health Information Technology Ltd.,Equity,0.21%
Xinyi Solar Holdings Ltd.,Equity,0.21%
Hengan International Group Co Ltd.,Equity,0.19%
Hang Lung Properties Ltd.,Equity,0.18%
China Resources Mixc Lifestyle Services Ltd.,Equity,0.18%
Tingyi (Cayman Islands) Holdings Corp,Equity,0.17%
Hansoh Pharmaceutical Group Company Ltd.,Equity,0.17%
Xinyi Glass Holdings Ltd.,Equity,0.17%
China Hongqiao Group Ltd.,Equity,0.17%
New World Development Company Ltd.,Equity,0.15%
Zhongsheng Group Holdings Ltd.,Equity,0.14%
Country Garden Holdings Company Ltd.,Equity,0.13%
Orient Overseas International Ltd.,Equity,0.13%
Current Assets,Others,0.05%
Cash Margin,Debt,0.00%
