fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - Gold ETF,115127,Aditya Birla Sun Life Gold ETF
Axis Mutual Fund,Others,Other Scheme - Gold ETF,113434,Axis Gold ETF
Baroda BNP Paribas Mutual Fund,Others,Other Scheme - Gold ETF,152231,Baroda BNP Paribas Gold ETF
DSP Mutual Fund,Others,Other Scheme - Gold ETF,151737,DSP Gold ETF
Edelweiss Mutual Fund,Others,Other Scheme - Gold ETF,152193,Edelweiss Gold ETF
HDFC Mutual Fund,Others,Other Scheme - Gold ETF,113049,HDFC Gold Exchange Traded Fund. - Growth Option
ICICI Prudential Mutual Fund,Others,Other Scheme - Gold ETF,113076,ICICI Prudential Gold ETF
Invesco Mutual Fund,Others,Other Scheme - Gold ETF,112368,Invesco India Gold Exchange Traded Fund
Kotak Mahindra Mutual Fund,Others,Other Scheme - Gold ETF,106193,KOTAK GOLD ETF
LIC Mutual Fund,Others,Other Scheme - Gold ETF,151961,LIC MF Gold Exchange Traded Fund
Mirae Asset Mutual Fund,Others,Other Scheme - Gold ETF,151416,Mirae Asset Gold ETF
Nippon India Mutual Fund,Others,Other Scheme - Gold ETF,140088,Nippon India ETF Gold BeES
Quantum Mutual Fund,Others,Other Scheme - Gold ETF,107693,Quantum Gold Fund
SBI Mutual Fund,Others,Other Scheme - Gold ETF,111954,SBI Gold ETF
Tata Mutual Fund,Others,Other Scheme - Gold ETF,152284,Tata Gold Exchange Traded Fund
UTI Mutual Fund,Others,Other Scheme - Gold ETF,105463,UTI GOLD Exchange Traded Fund
