fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Kotak Mahindra Mutual Fund,Others,1098 Days,135331,Kotak Capital Protection Oriented Scheme - Series 1 - Direct Dividend
Kotak Mahindra Mutual Fund,Others,1098 Days,135328,Kotak Capital Protection Oriented Scheme - Series 1 - Direct Growth
Kotak Mahindra Mutual Fund,Others,1098 Days,135329,Kotak Capital Protection Oriented Scheme - Series 1 - Regular Dividend
Kotak Mahindra Mutual Fund,Others,1098 Days,135330,Kotak Capital Protection Oriented Scheme - Series 1 - Regular Growth
Kotak Mahindra Mutual Fund,Others,1098 Days,135748,Kotak Capital Protection Oriented Scheme - Series 2 - Direct Dividend
Kotak Mahindra Mutual Fund,Others,1098 Days,135746,Kotak Capital Protection Oriented Scheme - Series 2 - Direct Growth
Kotak Mahindra Mutual Fund,Others,1098 Days,135745,Kotak Capital Protection Oriented Scheme - Series 2 - Dividend
Kotak Mahindra Mutual Fund,Others,1098 Days,135747,Kotak Capital Protection Oriented Scheme - Series 2 - Growth
Kotak Mahindra Mutual Fund,Others,1098 Days,123106,Kotak FMP Series 105 Direct Dividend
Kotak Mahindra Mutual Fund,Others,1098 Days,123108,Kotak FMP Series 105 Direct Growth
Kotak Mahindra Mutual Fund,Others,1098 Days,123109,Kotak FMP Series 105 Dividend
Kotak Mahindra Mutual Fund,Others,1098 Days,123107,Kotak FMP Series 105 Growth
Kotak Mahindra Mutual Fund,Others,1098 Days,123189,Kotak FMP Series 106 Direct Growth
Kotak Mahindra Mutual Fund,Others,1098 Days,123190,Kotak FMP Series 106 Growth
Kotak Mahindra Mutual Fund,Others,1098 Days,123195,Kotak FMP Series 107 Direct Dividend
Kotak Mahindra Mutual Fund,Others,1098 Days,123193,Kotak FMP Series 107 Direct Growth
Kotak Mahindra Mutual Fund,Others,1098 Days,123192,Kotak FMP Series 107 Dividend
Kotak Mahindra Mutual Fund,Others,1098 Days,123194,Kotak FMP Series 107 Growth
Kotak Mahindra Mutual Fund,Others,1098 Days,123326,Kotak FMP Series 108 Direct Growth
Kotak Mahindra Mutual Fund,Others,1098 Days,123327,Kotak FMP Series 108 Dividend
Kotak Mahindra Mutual Fund,Others,1098 Days,123328,Kotak FMP Series 108 Growth
