fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Kotak Mahindra Mutual Fund,Others,1099 Days,134179,Kotak FMP Series 172 - Direct Dividend
Kotak Mahindra Mutual Fund,Others,1099 Days,134176,Kotak FMP Series 172 - Direct Growth
Kotak Mahindra Mutual Fund,Others,1099 Days,134178,Kotak FMP Series 172 - Regular Dividend
Kotak Mahindra Mutual Fund,Others,1099 Days,134177,Kotak FMP Series 172 - Regular Growth
Kotak Mahindra Mutual Fund,Others,1099 Days,135758,Kotak FMP Series 182 - Direct Dividend
Kotak Mahindra Mutual Fund,Others,1099 Days,135757,Kotak FMP Series 182 - Direct Growth
Kotak Mahindra Mutual Fund,Others,1099 Days,135756,Kotak FMP Series 182 - Regular Dividend
Kotak Mahindra Mutual Fund,Others,1099 Days,135755,Kotak FMP Series 182 - Regular Growth
Kotak Mahindra Mutual Fund,Others,1099 Days,142650,Kotak FMP Series 218-Direct Plan-Dividend Option
Kotak Mahindra Mutual Fund,Others,1099 Days,142649,Kotak FMP Series 218-Direct Plan-Growth option
Kotak Mahindra Mutual Fund,Others,1099 Days,142648,Kotak FMP Series 218-Regular Plan-Dividend Option
Kotak Mahindra Mutual Fund,Others,1099 Days,142651,Kotak FMP Series 218-Regular Plan-Growth Option
Kotak Mahindra Mutual Fund,Others,1099 Days,143479,Kotak FMP Series 227 - Direct Plan - Growth Option.
Kotak Mahindra Mutual Fund,Others,1099 Days,143477,Kotak FMP Series 227 - Regular Plan -Growth Option.
Kotak Mahindra Mutual Fund,Others,1099 Days,143478,Kotak FMP Series 227 - Regular Plan- Dividend Option.
Kotak Mahindra Mutual Fund,Others,1099 Days,143480,Kotak FMP Series 227- Direct Plan - Dividend Option.
Kotak Mahindra Mutual Fund,Others,1099 Days,143628,Kotak FMP Series 229 - Direct Plan - Dividend Option
Kotak Mahindra Mutual Fund,Others,1099 Days,143625,Kotak FMP Series 229 - Direct Plan - Growth Option
Kotak Mahindra Mutual Fund,Others,1099 Days,143626,Kotak FMP Series 229 - Regular Plan - Dividend Option
Kotak Mahindra Mutual Fund,Others,1099 Days,143627,Kotak FMP Series 229- Regular Plan  -Growth Option
Kotak Mahindra Mutual Fund,Others,1099 Days,126496,Kotak Hybrid Fixed Term Plan Series 2 - Direct Plan - Diviedend
Kotak Mahindra Mutual Fund,Others,1099 Days,126497,Kotak Hybrid Fixed Term Plan Series 2 - Direct Plan - Growth
Kotak Mahindra Mutual Fund,Others,1099 Days,126498,Kotak Hybrid Fixed Term Plan Series 2 - Regular Plan - Dividend
Kotak Mahindra Mutual Fund,Others,1099 Days,126495,Kotak Hybrid Fixed Term Plan Series 2 - Regular Plan - Growth
Reliance Mutual Fund,Others,1099 Days,126479,Reliance Fixed Horizon Fund - XXV - Series 15 - Direct Plan - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,126478,Reliance Fixed Horizon Fund - XXV - Series 15 - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,116671,Reliance Dual Advantage Fixed Tenure Fund - II - Plan A - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,116670,Reliance Dual Advantage Fixed Tenure Fund - II - Plan A - Growth Option
Reliance Mutual Fund,Others,1099 Days,116933,Reliance Dual Advantage Fixed Tenure Fund II - Plan B - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,116932,Reliance Dual Advantge Fixed Tenure Fund II - Plan B - Growth Option
Reliance Mutual Fund,Others,1099 Days,117222,Reliance Dual Advantage Fixed Tenure Fund II - Plan C - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,117223,Reliance Dual Advantage Fixed Tenure Fund II - Plan C - Growth Option
Reliance Mutual Fund,Others,1099 Days,117562,Reliance Dual Advantage Fixed Tenure Fund II - Plan D - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,117561,Reliance Dual Advantage Fixed Tenure Fund II - Plan D - Growth Option
Reliance Mutual Fund,Others,1099 Days,117704,Reliance Dual Advantage Fixed Tenure Fund II - Plan E - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,117705,Reliance Dual Advantage Fixed Tenure Fund II - Plan E - Growth Option
Reliance Mutual Fund,Others,1099 Days,117340,Reliance Dual Advantage Fixed Tenure Fund II - Plan G - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,117339,Reliance Dual Advantage Fixed Tenure Fund II - Plan G - Growth Option
Reliance Mutual Fund,Others,1099 Days,117601,Reliance Dual Advantage Fixed Tenure Fund II - Plan H - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,117600,Reliance Dual Advantage Fixed Tenure Fund II - Plan H - Growth Option
Reliance Mutual Fund,Others,1099 Days,121096,Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Direct Plan - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,121095,Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Direct Plan - Growth Option
Reliance Mutual Fund,Others,1099 Days,121098,Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,121097,Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Growth Option
Reliance Mutual Fund,Others,1099 Days,122240,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Direct Plan - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,122238,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Direct Plan - Growth Option
Reliance Mutual Fund,Others,1099 Days,122239,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,122237,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Growth Option
Reliance Mutual Fund,Others,1099 Days,122700,Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Direct Plan - Dividend Payout Option
Reliance Mutual Fund,Others,1099 Days,122702,Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Direct Plan - Growth Option
Reliance Mutual Fund,Others,1099 Days,122699,Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Dividend Payout Option
