fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,132141,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,132140,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,132139,Aditya Birla Sun Life Global Emerging Opportunities Fund - Regular - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,132138,Aditya Birla SUn Life Global Emerging Opportunities Fund - Regular Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,132009,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund - Retail Plan - Direct Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,132005,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund- Retail Plan - Regular Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,132010,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-DIRECT - RETAIL - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,132003,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-REGULAR - RETAIL - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,149289,Aditya Birla Sun Life Nasdaq 100 FOF-Direct IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,149291,Aditya Birla Sun Life Nasdaq 100 FOF-Direct-Growth
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,149290,Aditya Birla Sun Life Nasdaq 100 FOF-Regular Growth
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,149292,Aditya Birla Sun Life Nasdaq 100 FOF-Regular IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,152140,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Direct Growth
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,152139,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Direct IDCW Payout
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,152142,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular Growth
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,152144,Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,152150,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Direct Growth
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,152145,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Direct IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,152147,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular Growth
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Overseas,152149,Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular IDCW
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,148485,Axis Global Equity Alpha Fund of Fund - Direct Plan - Growth Option
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,148487,Axis Global Equity Alpha Fund of Fund - Direct Plan - IDCW
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,148486,Axis Global Equity Alpha Fund of Fund - Regular Plan - Growth Option
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,148488,Axis Global Equity Alpha Fund of Fund - Regular Plan - IDCW
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,148954,Axis Global Innovation Fund of Fund - Direct Plan - Growth
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,148955,Axis Global Innovation Fund of Fund - Direct Plan - IDCW
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,148953,Axis Global Innovation Fund of Fund - Regular Plan - Growth
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,148956,Axis Global Innovation Fund of Fund - Regular Plan - IDCW
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,148699,Axis Greater China Equity Fund of Fund - Direct Plan - Growth Option
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,148700,Axis Greater China Equity Fund of Fund - Direct Plan - IDCW
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,148701,Axis Greater China Equity Fund of Fund - Regular Plan - Growth Option
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,148702,Axis Greater China Equity Fund of Fund - Regular Plan - IDCW
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,150751,Axis NASDAQ 100 Fund of Fund - Direct Plan - Growth
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,150749,Axis NASDAQ 100 Fund of Fund - Direct Plan - IDCW
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,150750,Axis NASDAQ 100 Fund of Fund - Regular Plan - Growth
Axis Mutual Fund,Others,Other Scheme - FoF Overseas,150748,Axis NASDAQ 100 Fund of Fund - Regular Plan - IDCW
