fund_house,scheme_type,scheme_category,scheme_code,scheme_name
SBI Mutual Fund,Others,Growth,104763,SBI ONE INDIA FUND - DIVIDEND (PREVIOUSLY CLOSE ENDED UPTO 14/01/2010)
SBI Mutual Fund,Others,Growth,104762,SBI ONE INDIA FUND - GROWTH (PREVIOUSLY CLOSE ENDED UPTO 14/01/2010)
HDFC Mutual Fund,Others,Growth,141581,HDFC Equity Opp Fund - II - 1100D June 2017 (1) - Growth Option
HDFC Mutual Fund,Others,Growth,141580,HDFC Equity Opp Fund - II - 1100D June 2017 (1) - Growth Option - Direct Plan
HDFC Mutual Fund,Others,Growth,141579,HDFC Equity Opp Fund - II - 1100D June 2017 (1) - IDCW Option
HDFC Mutual Fund,Others,Growth,141578,HDFC Equity Opp Fund - II - 1100D June 2017 (1) - IDCW Option - Direct Plan
HDFC Mutual Fund,Others,Growth,141429,HDFC Equity Opp Fund - II - 1126D May 2017 (1) - Growth Option
HDFC Mutual Fund,Others,Growth,141430,HDFC Equity Opp Fund - II - 1126D May 2017 (1) - Growth Option - Direct Plan
HDFC Mutual Fund,Others,Growth,141431,HDFC Equity Opp Fund - II - 1126D May 2017 (1) - IDCW Option
HDFC Mutual Fund,Others,Growth,141428,HDFC Equity Opp Fund - II - 1126D May 2017 (1) - IDCW Option - Direct Plan
ICICI Prudential Mutual Fund,Others,Growth,142952,ICICI Prudential Bharat Consumption Fund - Series 1 - Cumulative Option
ICICI Prudential Mutual Fund,Others,Growth,142951,ICICI Prudential Bharat Consumption Fund - Series 1 - Direct Plan - Cumulative Option
ICICI Prudential Mutual Fund,Others,Growth,142950,ICICI Prudential Bharat Consumption Fund - Series 1 - Direct Plan - IDCW Option
ICICI Prudential Mutual Fund,Others,Growth,142949,ICICI Prudential Bharat Consumption Fund - Series 1 - IDCW Option
ICICI Prudential Mutual Fund,Others,Growth,143152,ICICI Prudential Bharat Consumption Fund - Series 2 - Cumulative Option
ICICI Prudential Mutual Fund,Others,Growth,143153,ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan - Cumulative Option
ICICI Prudential Mutual Fund,Others,Growth,143154,ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan - IDCW Option
ICICI Prudential Mutual Fund,Others,Growth,143155,ICICI Prudential Bharat Consumption Fund - Series 2 - IDCW Option
ICICI Prudential Mutual Fund,Others,Growth,143964,ICICI Prudential Bharat Consumption Fund - Series 3 - Cumulative Option
ICICI Prudential Mutual Fund,Others,Growth,143961,ICICI Prudential Bharat Consumption Fund - Series 3 - Direct Plan - Cumulative Option
ICICI Prudential Mutual Fund,Others,Growth,143962,ICICI Prudential Bharat Consumption Fund - Series 3 - Direct Plan - IDCW Option
ICICI Prudential Mutual Fund,Others,Growth,143963,ICICI Prudential Bharat Consumption Fund - Series 3 - IDCW Option
ICICI Prudential Mutual Fund,Others,Growth,144445,ICICI Prudential Bharat Consumption Fund - Series 4 - Cumulative Option
ICICI Prudential Mutual Fund,Others,Growth,144448,ICICI Prudential Bharat Consumption Fund - Series 4 - Direct Plan - Cumulative Option
