fund_house,scheme_type,scheme_category,scheme_code,scheme_name
UTI Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,122612,360 ONE Dynamic Bond Fund - Regular Plan - Growth Option
UTI Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,122715,360 ONE Dynamic Bond Fund Direct Plan Growth
UTI Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,122721,360 ONE Dynamic Bond Fund Direct Plan Monthly Dividend
UTI Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,122717,360 ONE Dynamic Bond Fund Direct Plan Quarterly Dividend
UTI Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,122711,360 ONE Dynamic Bond Fund Regular Plan Bonus
UTI Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,122720,360 ONE Dynamic Bond Fund Regular Plan Half Yearly Dividend
UTI Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,122719,360 ONE Dynamic Bond Fund Regular Plan Monthly Dividend
UTI Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,122712,360 ONE Dynamic Bond Fund Regular Plan Quarterly Dividend
Aditya Birla Sun Life Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,119505,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan
Aditya Birla Sun Life Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,102767,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan
Aditya Birla Sun Life Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,132918,Aditya Birla Sun Life Dynamic Bond Fund -Direct - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,119503,Aditya Birla Sun Life Dynamic Bond Fund -DIRECT - MONTHLY IDCW
Aditya Birla Sun Life Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,119502,Aditya Birla Sun Life Dynamic Bond Fund -Direct - Quarterly IDCW
Aditya Birla Sun Life Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,132917,Aditya Birla Sun Life Dynamic Bond Fund -Regular - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,111521,Aditya Birla Sun Life Dynamic Bond Fund -REGULAR - MONTHLY IDCW
Aditya Birla Sun Life Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,102766,Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW
Aditya Birla Sun Life Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,111848,Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth
Axis Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,120451,Axis Dynamic Bond Fund - Direct Plan - Growth Option
Axis Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,120450,Axis Dynamic Bond Fund - Direct Plan - Half Yearly IDCW
Axis Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,120452,Axis Dynamic Bond Fund - Direct Plan - Quarterly IDCW
Axis Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,115068,Axis Dynamic Bond Fund - Regular Plan - Growth Option
Axis Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,115131,Axis Dynamic Bond Fund - Regular Plan - Half Yearly IDCW
Axis Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,115069,Axis Dynamic Bond Fund - Regular Plan - Quarterly IDCW
Bandhan Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,108561,BANDHAN Dynamic Bond Fund - Regular Plan B - Quarterly IDCW
Bandhan Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,108675,BANDHAN Dynamic Bond Fund - Regular Plan B - Annual IDCW
Bandhan Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,111524,BANDHAN Dynamic Bond Fund - Regular Plan B - Growth
Bandhan Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,122868,BANDHAN Dynamic Bond Fund - Regular Plan B - Half Yearly IDCW
Bandhan Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,111523,BANDHAN Dynamic Bond Fund - Regular Plan B - IDCW
Bandhan Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,131397,BANDHAN Dynamic Bond Fund - Regular Plan B - Periodic IDCW
Bandhan Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,118415,BANDHAN Dynamic Bond Fund-Direct Plan-Annual IDCW
Bandhan Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,118416,BANDHAN Dynamic Bond Fund-Direct Plan-Growth
Bandhan Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,122618,BANDHAN Dynamic Bond Fund-Direct Plan-Half Yearly IDCW
Bandhan Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,118417,BANDHAN Dynamic Bond Fund-Direct Plan-IDCW
Bandhan Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,131396,BANDHAN Dynamic Bond Fund-Direct Plan-Periodic IDCW
Bandhan Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,118418,BANDHAN Dynamic Bond Fund-Direct Plan-Quarterly IDCW
Baroda BNP Paribas Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,150179,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Daily IDCW Option
Baroda BNP Paribas Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,150180,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Growth Option
Baroda BNP Paribas Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,150181,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Half Yearly IDCW Option
Baroda BNP Paribas Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,150182,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Monthly IDCW Option
Baroda BNP Paribas Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,150183,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Quarterly IDCW Option
Baroda BNP Paribas Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,150184,Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Weekly IDCW Option
Baroda BNP Paribas Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,150174,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Daily IDCW Option
Baroda BNP Paribas Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,150173,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Growth Option
Baroda BNP Paribas Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,150178,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Half Yearly IDCW Option
Baroda BNP Paribas Mutual Fund,Others,Formerly Known as IIFL Mutual Fund,150176,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Monthly IDCW Option
