fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Baroda Pioneer Mutual Fund,Others,DIRECT,116803,Baroda Pioneer Liquid Fund - Regular - Weekly Dividend Option
HDFC Mutual Fund,Others,DIRECT,100878,HDFC Liquid Fund-Premium Plan - Dividend-Weekly
HDFC Mutual Fund,Others,DIRECT,100881,HDFC Liquid Fund-Premium Plus Plan - Dividend-Weekly
HDFC Mutual Fund,Others,DIRECT,100872,HDFC Liquid Fund-PREMIUM PLUS- Growth
ICICI Prudential Mutual Fund,Others,DIRECT,130933,ICICI Prudential Liquid Fund - Bonus
DHFL Pramerica Mutual Fund,Others,DIRECT,138302,DHFL Pramerica Insta Cash Fund - Direct Plan -  Regular Bonus
DHFL Pramerica Mutual Fund,Others,DIRECT,138303,DHFL Pramerica Insta Cash Fund - Direct Plan -Monthly Bonus
DHFL Pramerica Mutual Fund,Others,DIRECT,138284,DHFL Pramerica INSTA CASH FUND - Regular Plan BONUS OPTION
DHFL Pramerica Mutual Fund,Others,DIRECT,138279,DHFL Pramerica Insta Cash Fund-DIVIDEND-MONTHLY DIVIDEND
