fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Kotak Mahindra Mutual Fund,Others,Half Yearly Dividend,133772,Kotak Corporate Bond Fund- Institutional Plan-Growth Option
Kotak Mahindra Mutual Fund,Others,Half Yearly Dividend,133779,Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option
Kotak Mahindra Mutual Fund,Others,Half Yearly Dividend,133771,Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option
Kotak Mahindra Mutual Fund,Others,Half Yearly Dividend,133776,Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option
Kotak Mahindra Mutual Fund,Others,Half Yearly Dividend,133786,Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option
Reliance Mutual Fund,Others,Half Yearly Dividend,124679,Reliance Interval Fund - II - Series 1 -Direct Plan -Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,124681,Reliance Interval Fund - II - Series 1 -Dividend Option
Reliance Mutual Fund,Others,Half Yearly Dividend,124678,Reliance Interval Fund - II - Series 1 -Growth Plan
Reliance Mutual Fund,Others,Half Yearly Dividend,124751,Reliance Interval Fund - II - Series 2 - Direct Plan - Dividend Plan - Dividend Option
Reliance Mutual Fund,Others,Half Yearly Dividend,124749,Reliance Interval Fund - II - Series 2 - Direct Plan - Growth Plan - Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,124750,Reliance Interval Fund - II - Series 2 - Dividend Plan - Dividend Option
Reliance Mutual Fund,Others,Half Yearly Dividend,124748,Reliance Interval Fund - II - Series 2 - Growth Plan - Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,124755,Reliance Interval Fund - II - Series 3 - Direct Plan - Dividend Plan - Dividend Option
Reliance Mutual Fund,Others,Half Yearly Dividend,124753,Reliance Interval Fund - II - Series 3 - Direct Plan - Growth Plan - Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,124754,Reliance Interval Fund - II - Series 3 - Dividend Plan - Dividend Option
Reliance Mutual Fund,Others,Half Yearly Dividend,124752,Reliance Interval Fund - II - Series 3 - Growth Plan - Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,124876,Reliance Interval Fund - II - Series 4-Direct Plan-Growth Plan -Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,124877,Reliance Interval Fund - II - Series 4-Dividend Plan -Dividend Option
Reliance Mutual Fund,Others,Half Yearly Dividend,124874,Reliance Interval Fund - II - Series 4-Growth Plan-Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,120954,Reliance Yearly Interval Fund - Series 2 - Direct Plan - Dividend Plan - Dividend Option
Reliance Mutual Fund,Others,Half Yearly Dividend,120955,Reliance Yearly Interval Fund - Series 2 - Direct Plan - Growth Plan - Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,120957,Reliance Yearly Interval Fund - Series 2 - Dividend Plan - Dividend Option
Reliance Mutual Fund,Others,Half Yearly Dividend,120956,Reliance Yearly Interval Fund - Series 2 - Growth Plan - Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,121701,Reliance Yearly Interval Fund - Series 5 - Direct Plan - Growth Plan - Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,121699,Reliance Yearly Interval Fund - Series 5 - Growth Plan - Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,122654,Reliance Yearly Interval Fund - Series 8 - Direct Plan - Dividend Plan - Dividend Option
Reliance Mutual Fund,Others,Half Yearly Dividend,122653,Reliance Yearly Interval Fund - Series 8 - Direct Plan - Growth Plan - Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,122655,Reliance Yearly Interval Fund - Series 8 - Dividend Plan - Dividend Option
Reliance Mutual Fund,Others,Half Yearly Dividend,122652,Reliance Yearly Interval Fund - Series 8 - Growth Plan - Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,122726,Reliance Yearly Interval Fund - Series 9 - Direct Plan - Growth Plan - Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,122727,Reliance Yearly Interval Fund - Series 9 - Dividend Plan - Dividend Option
Reliance Mutual Fund,Others,Half Yearly Dividend,122729,Reliance Yearly Interval Fund - Series 9 - Growth Plan - Growth Option
Reliance Mutual Fund,Others,Half Yearly Dividend,105691,Reliance Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option
