fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,146407,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA DIRECT GROWTH
Aditya Birla Sun Life Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,146409,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH
Aditya Birla Sun Life Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,146408,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Direct - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,146405,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Regular - IDCW
Axis Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,135762,Axis Children's Gift Fund - Lock in - Direct Growth
Axis Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,135765,Axis Children's Gift Fund - Lock in - Direct Plan - IDCW
Axis Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,135759,Axis Children's Gift Fund - Lock in - Regular Growth
Axis Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,135760,Axis Children's Gift Fund - Lock in - Regular Plan - IDCW
Axis Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,135764,Axis Children's Gift Fund - No Lock in - Direct Growth
Axis Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,135763,Axis Children's Gift Fund - No Lock in - Direct Plan - IDCW
Axis Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,135766,Axis Children's Gift Fund - No Lock in - Regular Plan - Growth
Axis Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,135761,Axis Children's Gift Fund - No Lock in - Regular Plan - IDCW
ICICI Prudential Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,101127,ICICI Prudential Child Care Fund (Gift Plan) - Cumulative
ICICI Prudential Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,120579,ICICI Prudential Child Care Fund (Gift Plan) - Direct Plan - Cumulative
LIC Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,120285,LIC MF Children's Gift Fund-Direct Plan-Growth
LIC Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,101271,LIC MF Children's Gift Fund-Regular Plan-Growth
SBI Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,148490,SBI Magnum Children's Benefit Fund - Investment Plan - Direct Plan - Growth
SBI Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,148489,SBI Magnum Children's Benefit Fund - Investment Plan - Regular Plan - Growth
SBI Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,119719,SBI Magnum Children's Benefit Fund - Savings Plan - DIRECT PLAN - GROWTH
SBI Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,101169,SBI Magnum Children's Benefit Fund - Savings Plan - REGULAR PLAN - GROWTH
Tata Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,101491,Tata Young Citizens' Fund -Regular Plan-Growth Option
Tata Mutual Fund,Others,Solution Oriented Scheme - Children’s Fund,119312,Tata Young Citizens' Fund-Direct Plan-Growth Option
