fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,131897,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - DIRECT - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,131898,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - Direct Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,131895,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - REGULAR - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,131896,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - Regular Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,131865,Aditya Birla Sun Life Asset Allocator FoF- Direct Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,131864,Aditya Birla Sun Life Asset Allocator FoF- Regular Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,131866,Aditya Birla Sun Life Asset Allocator FoF-DIRECT - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,131863,Aditya Birla Sun Life Asset Allocator FoF-REGULAR - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,132187,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,132186,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,132180,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Regular Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,132181,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan -Regular - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,132183,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,132178,Aditya Birla Sun life Financial Planning Fund - Conservative Plan - Regular Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,132184,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan -Direct - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,132179,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan -Regular - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,132185,Aditya Birla Sun Life Financial Planning Fund - Moderate Plan - Direct Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,132174,Aditya Birla Sun Life Financial Planning Fund - Moderate Plan - Regular Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,132175,Aditya Birla Sun Life Financial Planning Fund -Moderate  Plan -  Regular -  IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,132189,Aditya Birla Sun Life Financial Planning Fund -Moderate  Plan - Direct - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,120546,Aditya Birla Sun Life Gold Fund - Growth - Direct Plan
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,120545,Aditya Birla Sun Life Gold Fund-DIRECT - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,116796,Aditya Birla Sun Life Gold Fund-Growth
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,116795,Aditya Birla Sun Life Gold Fund-REGULAR - IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,150688,Aditya Birla Sun Life Multi - Index Fund of Funds-Direct Growth
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,150689,Aditya Birla Sun Life Multi- Index Fund Of Fund-Direct IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,150691,Aditya Birla Sun Life Multi- Index Fund Of Fund-Regular IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,150690,Aditya Birla Sun Life Multi-Index Fund Of Fund-Regular Growth
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,149780,Aditya Birla Sun Life Silver ETF FOF-Direct Growth
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,149781,Aditya Birla Sun Life Silver ETF FOF-Direct IDCW
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,149783,Aditya Birla Sun Life Silver ETF FOF-Regular Growth
Aditya Birla Sun Life Mutual Fund,Others,Other Scheme - FoF Domestic,149784,Aditya Birla Sun Life Silver ETF FOF-Regular IDCW
Axis Mutual Fund,Others,Other Scheme - FoF Domestic,147905,Axis All Seasons Debt Fund of Fund - Regular Plan - Quarterly IDCW
