Company Name,Asset Type,Percentage Allocation
IDFC Ltd.,Equity,3.92%
Quess Corp Ltd.,Equity,3.78%
BASF India Ltd.,Equity,3.53%
Repo,Others,3.23%
Radico Khaitan Ltd.,Equity,3.13%
C.E. Info Systems Ltd.,Equity,2.82%
Elantas Beck India Ltd.,Equity,2.67%
Suven Pharmaceuticals Ltd.,Equity,2.57%
UTI Asset Management Company Ltd.,Equity,2.55%
Gokaldas Exports Ltd.,Equity,2.48%
Krsnaa Diagnostics Ltd.,Equity,2.43%
CIE Automotive India Ltd.,Equity,2.42%
Gujarat Pipavav Port Ltd.,Equity,2.41%
Keystone Realtors Ltd,Equity,2.37%
Redington (India) Ltd.,Equity,2.28%
KSB Ltd.,Equity,2.22%
Kirloskar Pneumatic Company Ltd.,Equity,2.02%
DCB Bank Ltd.,Equity,2.01%
Agro Tech Foods Ltd.,Equity,2.01%
Time Technoplast Ltd.,Equity,1.98%
Honda India Power Products Ltd.,Equity,1.95%
Wonderla Holidays Ltd.,Equity,1.95%
Healthcare Global Enterprises Ltd.,Equity,1.95%
Nippon Life India Asset Management Ltd.,Equity,1.92%
Cash,Others,1.83%
Netweb Technologies India Ltd.,Equity,1.83%
Allcargo Logistics Ltd.,Equity,1.77%
Greenply Industries Ltd.,Equity,1.69%
Samhi Hotels Ltd.,Equity,1.64%
NCC Ltd.,Equity,1.60%
Shoppers Stop Ltd.,Equity,1.55%
Carborundum Universal Ltd.,Equity,1.50%
Hikal Ltd.,Equity,1.47%
R R Kabel Ltd.,Equity,1.44%
Vesuvius India Ltd.,Equity,1.42%
Finolex Cables Ltd.,Equity,1.37%
Tube Investments Of India Ltd.,Equity,1.34%
Natco Pharma Ltd.,Equity,1.12%
Akzo Nobel India Ltd.,Equity,1.11%
MM Forgings Ltd.,Equity,1.09%
Transport Corporation Of India Ltd.,Equity,1.06%
Ask Automotive Ltd.,Equity,1.06%
Finolex Industries Ltd.,Equity,1.04%
Rallis India Ltd.,Equity,1.03%
Cera Sanitaryware Ltd.,Equity,0.99%
Eveready Industries India Ltd.,Equity,0.95%
Eureka Forbes Ltd.,Equity,0.91%
Graphite India Ltd.,Equity,0.82%
The Ramco Cements Ltd.,Equity,0.81%
PCBL Ltd. (Erstwhile Phillips Carbon Black Ltd.),Equity,0.79%
Ganesha Ecosphere Ltd.,Equity,0.79%
Ramco Industries Ltd.,Equity,0.77%
Kirloskar Ferrous Industries Ltd.,Equity,0.72%
Vardhman Special Steels Ltd.,Equity,0.68%
Devyani International Ltd.,Equity,0.55%
Gujarat State Petronet Ltd.,Equity,0.55%
Automotive Axles Ltd.,Equity,0.52%
S H Kelkar & Company Ltd.,Equity,0.41%
Fine Organic Industries Ltd.,Equity,0.33%
Transindia Real Estate Ltd.,Equity,0.23%
Allcargo Terminals Ltd.,Equity,0.22%
VST Industries Ltd.,Equity,0.18%
Power Grid Infrastructure Investment Trust,Others,0.16%
FDC Ltd.,Equity,0.11%
