Company Name,Asset Type,Percentage Allocation
Suzlon Energy Ltd.,Equity,8.30%
Cyient Ltd.,Equity,4.07%
KEI Industries Ltd.,Equity,3.84%
Angel One Ltd. (Erstwhile Angel Broking Ltd.),Equity,3.76%
IDFC Ltd.,Equity,3.55%
RBL Bank Ltd.,Equity,3.51%
Central Depository Services (India) Ltd.,Equity,3.42%
Sonata Software Ltd.,Equity,3.04%
Exide Industries Ltd.,Equity,3.03%
Radico Khaitan Ltd.,Equity,2.71%
Glenmark Pharmaceuticals Ltd.,Equity,2.70%
Indian Energy Exchange Ltd.,Equity,2.69%
National Aluminium Company Ltd.,Equity,2.51%
Birlasoft Ltd.,Equity,2.47%
JB Chemicals & Pharmaceuticals Ltd.,Equity,2.44%
PVR INOX Ltd.,Equity,2.44%
City Union Bank Ltd.,Equity,2.26%
Redington (India) Ltd.,Equity,2.22%
CBLO(CCIL),Others,2.20%
Amara Raja Batteries Ltd.,Equity,2.09%
Computer Age Management Services Ltd.,Equity,1.98%
Manappuram Finance Ltd.,Equity,1.96%
Hindustan Copper Ltd.,Equity,1.90%
Global Health Ltd.,Equity,1.79%
Piramal Pharma Ltd.,Equity,1.79%
CESC Ltd.,Equity,1.74%
Indiamart Intermesh Ltd.,Equity,1.72%
Kalyan Jewellers India Ltd.,Equity,1.69%
Finolex Cables Ltd.,Equity,1.69%
PNB Housing Finance Ltd.,Equity,1.67%
Tanla Platforms Ltd.,Equity,1.64%
HFCL Ltd.,Equity,1.57%
Mahanagar Gas Ltd.,Equity,1.43%
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Equity,1.41%
Tejas Networks Ltd.,Equity,1.34%
IRB Infrastructure Developers Ltd.,Equity,1.27%
Chambal Fertilisers & Chemicals Ltd.,Equity,1.25%
Raymond Ltd.,Equity,1.21%
CIE Automotive India Ltd.,Equity,1.20%
Route Mobile Ltd.,Equity,0.89%
Welspun India Ltd.,Equity,0.83%
Shree Renuka Sugars Ltd.,Equity,0.78%
IDBI Bank Ltd.,Equity,0.77%
UTI Asset Management Company Ltd.,Equity,0.75%
Bikaji Foods International Ltd.,Equity,0.72%
Indian Overseas Bank,Equity,0.69%
J B M Auto Ltd.,Equity,0.55%
Anupam Rasayan India Ltd.,Equity,0.50%
Uco Bank,Equity,0.50%
Mangalore Refinery & Petrochemicals Ltd.,Equity,0.49%
Campus Activewear Ltd.,Equity,0.47%
Net Receivables/(Payable),Others,-1.42%
