Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,8.37%
Reliance Industries Ltd.,Equity,5.70%
ICICI Bank Ltd.,Equity,4.55%
Infosys Ltd.,Equity,3.59%
Larsen & Toubro Ltd.,Equity,2.72%
ITC Ltd.,Equity,2.67%
Tata Consultancy Services Ltd.,Equity,2.50%
Axis Bank Ltd.,Equity,1.99%
Kotak Mahindra Bank Ltd.,Equity,1.83%
Bharti Airtel Ltd.,Equity,1.70%
State Bank Of India,Equity,1.61%
Hindustan Unilever Ltd.,Equity,1.55%
Bajaj Finance Ltd.,Equity,1.33%
HCL Technologies Ltd.,Equity,1.01%
Mahindra & Mahindra Ltd.,Equity,1.01%
Asian Paints Ltd.,Equity,1.00%
Titan Company Ltd.,Equity,1.00%
National Thermal Power Corporation Ltd.,Equity,0.96%
Tata Motors Ltd.,Equity,0.90%
Maruti Suzuki India Ltd.,Equity,0.89%
Sun Pharmaceuticals Ind Ltd.,Equity,0.89%
Ultratech Cement Ltd.,Equity,0.79%
Tata Steel Ltd.,Equity,0.74%
Power Grid Corporation Of India Ltd.,Equity,0.70%
Indusind Bank Ltd.,Equity,0.69%
Nestle India Ltd.,Equity,0.62%
Bajaj Finserv Ltd.,Equity,0.60%
Hindalco Industries Ltd.,Equity,0.59%
Coal India Ltd.,Equity,0.56%
JSW Steel Ltd.,Equity,0.55%
Oil & Natural Gas Corporation Ltd.,Equity,0.52%
Tech Mahindra Ltd.,Equity,0.52%
Grasim Industries Ltd.,Equity,0.51%
Bajaj Auto Ltd.,Equity,0.50%
Adani Ports and Special Economic Zone Ltd.,Equity,0.49%
Adani Enterprises Ltd.,Equity,0.49%
Dr Reddys Laboratories Ltd.,Equity,0.46%
HDFC Life Insurance Company Ltd.,Equity,0.44%
Trent Ltd.,Equity,0.44%
Wipro Ltd.,Equity,0.43%
Bharat Electronics Ltd.,Equity,0.43%
Zomato Ltd.,Equity,0.43%
Tata Consumer Products Ltd.,Equity,0.43%
Cipla Ltd.,Equity,0.43%
SBI Life Insurance Company Ltd.,Equity,0.42%
Britannia Industries Ltd.,Equity,0.41%
Avenue Supermarts Ltd.,Equity,0.40%
Varun Beverages Ltd.,Equity,0.39%
Adani Green Energy Ltd.,Equity,0.38%
Ltimindtree Ltd.,Equity,0.38%
Apollo Hospitals Enterprise Ltd.,Equity,0.37%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.37%
Eicher Motors Ltd.,Equity,0.37%
Tata Power Company Ltd.,Equity,0.37%
Power Finance Corporation Ltd.,Equity,0.36%
Hero Motocorp Ltd.,Equity,0.35%
Hindustan Aeronautics Ltd.,Equity,0.34%
REC Ltd.,Equity,0.33%
Cholamandalam Investment & Finance Company Ltd.,Equity,0.33%
Max Healthcare Institute Ltd.,Equity,0.33%
Adani Power Ltd.,Equity,0.33%
Divi Laboratories Ltd.,Equity,0.32%
Indian Oil Corporation Ltd.,Equity,0.31%
TVS Motor Company Ltd.,Equity,0.31%
DLF Ltd.,Equity,0.30%
GAIL (India) Ltd.,Equity,0.28%
Bank Of Baroda,Equity,0.28%
Bharat Petroleum Corporation Ltd.,Equity,0.28%
Godrej Consumer Products Ltd.,Equity,0.28%
Interglobe Aviation Ltd.,Equity,0.28%
Pidilite Industries Ltd.,Equity,0.27%
Info Edge (India) Ltd.,Equity,0.26%
Suzlon Energy Ltd.,Equity,0.26%
