Company Name,Asset Type,Percentage Allocation
Coal India Ltd.,Equity,7.51%
Bharat Electronics Ltd.,Equity,6.81%
Nestle India Ltd.,Equity,6.15%
Adani Power Ltd.,Equity,6.09%
Britannia Industries Ltd.,Equity,5.97%
Tata Consultancy Services Ltd.,Equity,5.65%
Infosys Ltd.,Equity,5.34%
Colgate-Palmolive Ltd.,Equity,5.07%
CG Power & Industrial Solutions Ltd.,Equity,4.39%
HDFC Asset Management Company Ltd.,Equity,4.34%
Vedanta Ltd.,Equity,3.84%
ABB India Ltd.,Equity,3.71%
Container Corporation Of India Ltd.,Equity,3.54%
Indian Railway Catering & Tourism Corporation Ltd.,Equity,3.54%
Crompton Greaves Consumer Electrcials Ltd.,Equity,2.99%
Petronet Lng Ltd.,Equity,2.51%
Zydus Lifesciences Ltd.,Equity,2.38%
Life Insurance Corporation of India,Equity,2.38%
Indraprastha Gas Ltd.,Equity,2.20%
Gland Pharma Ltd.,Equity,1.80%
Emami Ltd.,Equity,1.63%
Abbott India Ltd.,Equity,1.62%
CRISIL Ltd.,Equity,1.57%
3M India Ltd.,Equity,1.48%
Oracle Financial Services Software Ltd.,Equity,1.46%
Castrol India Ltd.,Equity,1.31%
Hindustan Zinc Ltd.,Equity,1.21%
Glaxo Smithkline Pharmaceuticals Ltd.,Equity,1.20%
Bayer Cropscience Ltd.,Equity,1.00%
Net Receivables/(Payable),Others,0.70%
Gillette India Ltd.,Equity,0.62%
