fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,119533,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,103178,Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,124832,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,119532,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,124833,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,103183,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,103179,Aditya Birla Sun Life Income Fund-Plan D(54EA Dividend)
Axis Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,141586,Axis Corporate Debt Fund - Direct Plan - Daily IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,141590,Axis Corporate Debt Fund - Direct Plan - Monthly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,141591,Axis Corporate Debt Fund - Direct Plan - Regular IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,141587,Axis Corporate Debt Fund - Direct Plan - Weekly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,141588,Axis Corporate Debt Fund - Direct Plan Growth
Axis Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,141589,Axis Corporate Debt Fund - Regular Plan - Daily IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,141594,Axis Corporate Debt Fund - Regular Plan - Monthly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,141595,Axis Corporate Debt Fund - Regular Plan - Regular IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,141592,Axis Corporate Debt Fund - Regular Plan - Weekly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,141593,Axis Corporate Debt Fund - Regular Plan Growth
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Corporate Bond Fund,139201,BANDHAN Corporate Bond Fund - Direct Annual IDCW
