fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,119540,Aditya Birla Sun Life Medium Term Plan - DIRECT - HALF YEARLY IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,119538,Aditya Birla Sun Life Medium Term Plan - Direct - IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,119541,Aditya Birla Sun Life Medium Term Plan - DIRECT - Quarterly IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,119539,Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,111803,Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,111804,Aditya Birla Sun Life Medium Term Plan - Institutional - Growth Plan
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,111811,Aditya Birla Sun Life Medium Term Plan - REGULAR - HALFYEARLY IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,111812,Aditya Birla Sun Life Medium Term Plan - Regular - IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,111809,Aditya Birla Sun Life Medium Term Plan - REGULAR - Quarterly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,120475,Axis Strategic Bond Fund - Direct Plan - Growth Option
Axis Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,120474,Axis Strategic Bond Fund - Direct Plan - Half Yearly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,120476,Axis Strategic Bond Fund - Direct Plan - Quarterly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,128958,Axis Strategic Bond Fund - Bonus Option
Axis Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,116894,Axis Strategic Bond Fund - Regular Plan - Growth Option
Axis Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,116896,Axis Strategic Bond Fund - Regular Plan - Half Yearly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,116895,Axis Strategic Bond Fund - Regular Plan - Quarterly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,108730,BANDHAN Bond Fund - Medium Term - Regular Plan - Bi-Monthly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,108731,BANDHAN Bond Fund - Medium Term - Regular Plan - Daily IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,108729,BANDHAN Bond Fund - Medium Term - Regular Plan - Fortnightly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,108728,BANDHAN Bond Fund - Medium Term - Regular Plan - Growth
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,113169,BANDHAN Bond Fund - Medium Term - Regular Plan - IDCW Quarterly
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,108727,BANDHAN Bond Fund - Medium Term - Regular Plan - Monthly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,131385,BANDHAN Bond Fund - Medium Term - Regular Plan - Periodic IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,118399,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Bi Monthly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,118400,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Daily IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,118404,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Fortnightly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,118401,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Growth
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,118402,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Monthly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,131384,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Periodic IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,118403,BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Quartely IDCW
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,150247,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Annual IDCW Option
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,150245,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Calendar Quarterly IDCW Option
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,150241,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Growth Option
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,150246,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Half yearly IDCW Option
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,150244,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Monthly IDCW Option
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,150249,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Annual IDCW Option
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,150242,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Calendar Quarterly IDCW Option
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,150240,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Growth Option
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,150248,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Half Yearly IDCW Option
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Medium Duration Fund,150243,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Monthly IDCW Option
