fund_house,scheme_type,scheme_category,scheme_code,scheme_name
DSP Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,119240,DSP Strategic Bond Fund - Direct Plan - IDCW - Daily
DSP Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,119237,DSP Strategic Bond Fund - Direct Plan - IDCW - Weekly
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,118495,Franklin India Dynamic Accrual Fund - Direct - Growth
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,118496,Franklin India Dynamic Accrual Fund - Direct - IDCW 
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,100498,Franklin India Dynamic Accrual Fund - IDCW 
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,147982,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,147984,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,147983,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,147981,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,100499,Franklin India Dynamic Accrual Fund-Growth
ICICI Prudential Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,130937,ICICI Prudential All Seasons Bond Fund - Bonus
ICICI Prudential Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,130938,ICICI Prudential All Seasons Bond Fund - Direct Plan Bonus
ICICI Prudential Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,112094,ICICI Prudential All Seasons Bond Fund - Premium Growth Option
ICICI Prudential Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,101350,ICICI Prudential All Seasons Bond Fund Retail - Cumulative
ICICI Prudential Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,113417,ICICI Prudential All Seasons Bond Fund Retail - Quarterly Dividend
JM Financial Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,101807,JM Dynamic Debt Fund - Premium Plan - Dividend Option
JM Financial Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,105638,JM Dynamic Debt Fund - Premium Plan - Daily Dividend Option
JM Financial Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,101808,JM Dynamic Debt Fund - Premium Plan - Growth Option
PGIM India Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,120085,PGIM India Dynamic Bond Fund - Direct Plan-Monthly Dividend Option
PGIM India Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,116483,PGIM India Dynamic Bond Fund - Dividend Option - Monthly
Tata Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,119097,Tata Dynamic Bond Fund- Direct Plan-Growth Option
Tata Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,101909,Tata Dynamic Bond Fund- Regular Plan - Growth Option
Tata Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,101224,Tata Dynamic Bond Fund- Regular Plan - Payout of IDCW Option
Tata Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,119098,Tata Dynamic Bond- Direct Plan - Payout of IDCW Option
UTI Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,148118,UTI - Dynamic Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option
UTI Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,148117,UTI - Dynamic Bond Fund (Segregated - 17022020) - Regular Plan - Growth Option
UTI Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,148125,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW
UTI Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,148124,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW
UTI Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,148120,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW
UTI Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,148121,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW
UTI Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,148122,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW
UTI Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,148123,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW
UTI Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,148119,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW
UTI Mutual Fund,Debt scheme,Debt Scheme - Dynamic Bond,148126,UTI Dynamic Bond Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW
