fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,119496,Aditya Birla Sun Life Short Term Fund - DIRECT - IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,119498,Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,101844,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,101843,Aditya Birla Sun Life Short Term Fund - REGULAR - IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,112356,Aditya Birla Sun Life Short Term Fund - REGULAR - Quarterly IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,119497,Aditya Birla Sun Life Short Term Fund-Quarterly-IDCW-Direct
Axis Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,120510,Axis Short Term Fund - Direct Plan - Growth Option
Axis Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,120511,Axis Short Term Fund - Direct Plan - Monthly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,133894,Axis Short Term Fund - Direct Plan - Regular IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,120512,Axis Short Term Fund - Direct Plan - Weekly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,128950,Axis Short Term Fund - Regular Plan - Bonus Option
Axis Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,112354,Axis Short Term Fund - Regular Plan - Growth Option
Axis Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,112355,Axis Short Term Fund - Regular Plan - Monthly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,133895,Axis Short Term Fund - Regular Plan - Regular IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,112369,Axis Short Term Fund - Regular Plan - Weekly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,112721,Axis Short Term Fund - Retail Plan - Growth Option
Axis Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,112723,Axis Short Term Fund - Retail Plan - Monthly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,112722,Axis Short Term Fund - Retail Plan - Weekly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,143369,BANDHAN Bond Fund - Short Term - Direct Plan - Annual IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,143367,BANDHAN Bond Fund - Short Term - Direct Plan - Quarterly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,143368,BANDHAN Bond Fund - Short Term - Regular Plan - Annual IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,108713,BANDHAN Bond Fund - Short Term - Regular Plan - Fortnightly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,131383,BANDHAN Bond Fund - Short Term - Regular Plan - Periodic IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,143366,BANDHAN Bond Fund - Short Term - Regular Plan - Quarterly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,118405,BANDHAN Bond Fund - Short Term-Direct Plan-Fortnightly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,118407,BANDHAN Bond Fund - Short Term-Direct Plan-Growth
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,118406,BANDHAN Bond Fund - Short Term-Direct Plan-Monthly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,131382,BANDHAN Bond Fund - Short Term-Direct Plan-Periodic IDCW
Bank of India Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,119382,BANK OF INDIA Short Term Income Fund-Direct Plan- Growth
Bank of India Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,119383,BANK OF INDIA Short Term Income Fund-Direct Plan- Monthly IDCW
Bank of India Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,119384,BANK OF INDIA Short Term Income Fund-Direct Plan- Quarterly IDCW
Bank of India Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,111585,BANK OF INDIA Short Term Income Fund-Regular Plan- Growth
Bank of India Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,111589,BANK OF INDIA Short Term Income Fund-Regular Plan- Monthly IDCW
Bank of India Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,111590,BANK OF INDIA Short Term Income Fund-Regular Plan- Quarterly IDCW
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,119400,Baroda BNP Paribas Short Duration Fund - Direct Plan - Growth Option
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,119399,Baroda BNP Paribas Short Duration Fund - Direct Plan - Monthly IDCW Option
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,140463,Baroda BNP Paribas Short Duration Fund - Direct Plan - Quarterly IDCW
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,113036,Baroda BNP Paribas Short Duration Fund - Regular Plan - Growth Option
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,113037,Baroda BNP Paribas Short Duration Fund - Regular Plan - Monthly IDCW Option
Baroda BNP Paribas Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,140465,Baroda BNP Paribas Short Duration Fund - Regular Plan - Quarterly IDCW
Canara Robeco Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,118320,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION
Canara Robeco Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,118321,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)
Canara Robeco Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,118322,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment)
Canara Robeco Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,115077,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - GROWTH OPTION
Canara Robeco Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,115078,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)
Canara Robeco Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,115079,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment)
DSP Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,119226,DSP Short Term Fund - Direct Plan - Growth
DSP Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,119222,DSP Short Term Fund - Direct Plan - IDCW
DSP Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,119224,DSP Short Term Fund - Direct Plan - IDCW - Monthly
DSP Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,119223,DSP Short Term Fund - Direct Plan - IDCW - Weekly
DSP Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,101306,DSP Short Term Fund - IDCW - Monthly
DSP Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,101304,DSP Short Term Fund - Regular Plan - Growth
DSP Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,101305,DSP Short Term Fund - Regular Plan - IDCW
DSP Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,101303,DSP Short Term Fund - Regular Plan - Regular Plan - IDCW - Weekly
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,118567,Franklin India Short Term Income Plan -  Retail Plan - Direct - Monthly - IDCW
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,118566,Franklin India Short Term Income Plan -  Retail Plan - Direct - Quarterly - IDCW
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,118568,Franklin India Short Term Income Plan -  Retail Plan - Direct - Weekly - IDCW
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,101236,Franklin India Short Term Income Plan -  Retail Plan - Monthly - IDCW
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,101238,Franklin India Short Term Income Plan -  Retail Plan - Quarterly - IDCW
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,101242,Franklin India Short Term Income Plan -  Retail Plan - Weekly - IDCW
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,118565,Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,148314,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Institutional Plan Growth Option
Franklin Templeton Mutual Fund,Debt scheme,Debt Scheme - Short Duration Fund,148318,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Retail Plan Growth Option
