fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,145488,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Monthly Payout of IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,145489,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Weekly Reinvestment of IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,145482,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Regular - Weekly Reinvestment of IDCW option
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,145487,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Direct - Daily Reinvestment of IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,145483,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular - Daily Reinvestment of IDCW
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,145485,ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular- Monthly Payout of IDCW option
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,145486,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-DIRECT PLAN-GROWTH
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,145481,ADITYA BIRLA SUNLIFE OVERNIGHT FUND-REGULAR PLAN-GROWTH
Axis Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146679,Axis Overnight Fund - Direct Plan - Daily IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146675,Axis Overnight Fund - Direct Plan - Growth Option
Axis Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146677,Axis Overnight Fund - Direct Plan - Monthly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146676,Axis Overnight Fund - Direct Plan - Weekly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146682,Axis Overnight Fund - Regular Plan - Daily IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146678,Axis Overnight Fund - Regular Plan - Growth Option
Axis Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146681,Axis Overnight Fund - Regular Plan - Monthly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146680,Axis Overnight Fund - Regular Plan - Weekly IDCW
Bajaj Finserv Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,151843,Bajaj Finserv Overnight Fund - Direct Plan - Daily - IDCW
Bajaj Finserv Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,151850,Bajaj Finserv Overnight Fund - Direct Plan - Fortnightly - IDCW
Bajaj Finserv Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,151849,Bajaj Finserv Overnight Fund - Direct Plan - Growth
Bajaj Finserv Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,151845,Bajaj Finserv Overnight Fund - Direct Plan - Monthly - IDCW
Bajaj Finserv Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,151844,Bajaj Finserv Overnight Fund - Direct Plan - Weekly - IDCW
Bajaj Finserv Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,151852,Bajaj Finserv Overnight Fund - Regular Plan - Daily - IDCW
Bajaj Finserv Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,151847,Bajaj Finserv Overnight Fund - Regular Plan - Fortnightly - IDCW
Bajaj Finserv Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,151851,Bajaj Finserv Overnight Fund - Regular Plan - Growth
Bajaj Finserv Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,151848,Bajaj Finserv Overnight Fund - Regular Plan - Monthly - IDCW
Bajaj Finserv Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,151846,Bajaj Finserv Overnight Fund - Regular Plan - Weekly - IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146190,BANDHAN Overnight Fund - Direct Plan - Daily IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146191,BANDHAN Overnight Fund - Direct Plan - Growth
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146183,BANDHAN Overnight Fund - Direct Plan - Monthly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146184,BANDHAN Overnight Fund - Direct Plan - Periodic IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146192,BANDHAN Overnight Fund - Direct Plan - Weekly IDCW
Bandhan Mutual Fund,Debt scheme,Debt Scheme - Overnight Fund,146188,BANDHAN Overnight Fund - Regular Plan - Daily IDCW
