fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,150484,Aditya Birla Sun Life Long Duration Fund-Direct Growth
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,150485,Aditya Birla Sun Life Long Duration Fund-Direct IDCW Payout
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,150482,Aditya Birla Sun Life Long Duration Fund-Regular Growth
Aditya Birla Sun Life Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,150483,Aditya Birla Sun Life Long Duration Fund-Regular IDCW Payout
Axis Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151205,Axis Long Duration Fund - Direct Plan - Annual IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151179,Axis Long Duration Fund - Direct Plan - Growth
Axis Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151202,Axis Long Duration Fund - Direct Plan - Monthly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151204,Axis Long Duration Fund - Direct Plan - Quarterly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151176,Axis Long Duration Fund - Direct Plan -Daily IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151206,Axis Long Duration Fund - Regular Plan - Annual IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151177,Axis Long Duration Fund - Regular Plan - Daily IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151178,Axis Long Duration Fund - Regular Plan - Growth
Axis Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151201,Axis Long Duration Fund - Regular Plan - Monthly IDCW
Axis Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151203,Axis Long Duration Fund - Regular Plan - Quarterly IDCW
HDFC Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151314,HDFC Long Duration Debt Fund - Growth Option
HDFC Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151313,HDFC Long Duration Debt Fund - Growth Option - Direct Plan
HDFC Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151311,HDFC Long Duration Debt Fund - IDCW Option
HDFC Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,151312,HDFC Long Duration Debt Fund - IDCW Option - Direct Plan
ICICI Prudential Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,131623,ICICI Prudential Long Term Bond Fund - Annual IDCW
ICICI Prudential Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,122673,ICICI Prudential Long Term Bond Fund - Bonus
ICICI Prudential Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,120743,ICICI Prudential Long Term Bond Fund - Direct Plan - Growth
ICICI Prudential Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,120748,ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW
ICICI Prudential Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,120747,ICICI Prudential Long Term Bond Fund - Direct Plan - Quarterly IDCW
ICICI Prudential Mutual Fund,Debt scheme,Debt Scheme - Long Duration Fund,100365,ICICI Prudential Long Term Bond Fund - Growth
