fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Aggressive Hybrid Fund,120517,Aditya Birla Sun Life Equity Hybrid'95 Fund - Direct Plan-Growth
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Aggressive Hybrid Fund,103155,Aditya Birla Sun Life Equity Hybrid'95 Fund - Regular Plan-Growth
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Aggressive Hybrid Fund,120518,Aditya Birla Sun Life Equity Hybrid'95 Fund -DIRECT - IDCW
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Aggressive Hybrid Fund,103154,Aditya Birla Sun Life Equity Hybrid'95 Fund -Regular - IDCW
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Aggressive Hybrid Fund,144394,Axis Equity Hybrid Fund - Direct Plan - Growth Option
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Aggressive Hybrid Fund,144397,Axis Equity Hybrid Fund - Direct Plan - Monthly IDCW
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Aggressive Hybrid Fund,144398,Axis Equity Hybrid Fund - Direct Plan - Quarterly IDCW
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Aggressive Hybrid Fund,144395,Axis Equity Hybrid Fund - Direct Plan - Regular IDCW
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Aggressive Hybrid Fund,144393,Axis Equity Hybrid Fund - Regular Plan - Growth Option
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Aggressive Hybrid Fund,144399,Axis Equity Hybrid Fund - Regular Plan - Monthly IDCW
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Aggressive Hybrid Fund,144400,Axis Equity Hybrid Fund - Regular Plan - Quarterly IDCW
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Aggressive Hybrid Fund,144396,Axis Equity Hybrid Fund - Regular Plan - Regular IDCW
