fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,151307,Aditya Birla Sun Life Multi Asset Allocation Fund-Direct Growth
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,151308,Aditya Birla Sun Life Multi Asset Allocation Fund-Direct IDCW
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,151309,Aditya Birla Sun Life Multi Asset Allocation Fund-Regular Growth
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,151310,Aditya Birla Sun Life Multi Asset Allocation Fund-Regular IDCW
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,120524,Axis Multi Asset Allocation Fund - Direct Plan - Growth Option
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,120523,Axis Multi Asset Allocation Fund - Direct Plan - IDCW
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,113064,Axis Multi Asset Allocation Fund - Regular Plan - Growth Option
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,113065,Axis Multi Asset Allocation Fund - Regular Plan - IDCW
Baroda BNP Paribas Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,150865,Baroda BNP Paribas Multi Asset Fund - Direct Plan - Growth Option
Baroda BNP Paribas Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,150866,Baroda BNP Paribas Multi Asset Fund - Direct Plan - IDCW Option
Baroda BNP Paribas Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,150863,Baroda BNP Paribas Multi Asset Fund - Regular Plan - Growth Option
Baroda BNP Paribas Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,150864,Baroda BNP Paribas Multi Asset Fund - Regular Plan - IDCW Option
DSP Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,152056,DSP Multi Asset Allocation Fund - Direct - Growth
DSP Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,152055,DSP Multi Asset Allocation Fund - Direct - IDCW
DSP Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,152053,DSP Multi Asset Allocation Fund - Regular - Growth
DSP Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,152054,DSP Multi Asset Allocation Fund - Regular - IDCW
Edelweiss Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,151792,Edelweiss Multi Asset Allocation Fund - Direct Plan - Growth
Edelweiss Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,151793,Edelweiss Multi Asset Allocation Fund - Direct Plan - IDCW Option
Edelweiss Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,151795,Edelweiss Multi Asset Allocation Fund - Regular Plan - Growth
Edelweiss Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,151794,Edelweiss Multi Asset Allocation Fund - Regular Plan - IDCW Option
HDFC Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,103131,HDFC Multi-Asset Fund - Growth Option
HDFC Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,119131,HDFC Multi-Asset Fund - Growth Option - Direct Plan
HDFC Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,103130,HDFC Multi-Asset Fund - IDCW Option
HDFC Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,119130,HDFC Multi-Asset Fund - IDCW Option - Direct Plan
ICICI Prudential Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,120334,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth
ICICI Prudential Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,120335,ICICI Prudential Multi-Asset Fund - Direct Plan - IDCW
ICICI Prudential Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,101144,ICICI Prudential Multi-Asset Fund - Growth
ICICI Prudential Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,101143,ICICI Prudential Multi-Asset Fund - IDCW
ICICI Prudential Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,115269,ICICI Prudential Multi-Asset Fund- Institutional Growth Option
ICICI Prudential Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,104898,ICICI Prudential Multi-Asset Fund-Institutional Option - I
Kotak Mahindra Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,152064,Kotak Multi Asset Allocation Fund - Direct Plan - Growth Option
Kotak Mahindra Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,152063,Kotak Multi Asset Allocation Fund - Direct Plan - IDCW Option
Kotak Mahindra Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,152065,Kotak Multi Asset Allocation Fund - Regular Plan - Growth Option
Kotak Mahindra Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,152066,Kotak Multi Asset Allocation Fund - Regular Plan - IDCW Option
Motilal Oswal Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,148454,Motilal Oswal Multi Asset Fund - Direct Plan - Growth Option
Motilal Oswal Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,148455,Motilal Oswal Multi Asset Fund - Regular Plan - Growth Option
Nippon India Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,148457,Nippon India Multi Asset Fund - Direct Plan - Growth Option
Nippon India Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,148458,NIPPON INDIA MULTI ASSET FUND - DIRECT Plan - IDCW Option
Nippon India Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,148460,NIPPON INDIA MULTI ASSET FUND - IDCW Option
Nippon India Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,148459,Nippon India Multi Asset Fund - Regular Plan - Growth Option
quant Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,120820,quant Multi Asset Fund - IDCW Option - Direct Plan
quant Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,101071,quant Multi Asset Fund - IDCW Option - Regular Plan
quant Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,101072,quant Multi Asset Fund-GROWTH OPTION - Regular Plan
quant Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,120821,quant Multi Asset Fund-GROWTH OPTION-Direct Plan
SBI Mutual Fund,Hybrid scheme,Hybrid Scheme - Multi Asset Allocation,119840,SBI Multi Asset Allocation Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)
