fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,131670,Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,131666,Aditya Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,131671,Aditya Birla Sun Life Balanced Advantage Fund -DIRECT - IDCW
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,131665,Aditya Birla Sun Life Balanced Advantage Fund -REGULAR - IDCW
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,141642,Axis Balanced Advantage Fund - Direct Plan - Growth
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,141643,Axis Balanced Advantage Fund - Direct Plan - IDCW
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,141644,Axis Balanced Advantage Fund - Regular Plan - Growth
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,141645,Axis Balanced Advantage Fund - Regular Plan - IDCW
Bajaj Finserv Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,152194,Bajaj Finserv Balanced Advantage Fund-Direct Plan-Growth
Bajaj Finserv Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,152195,Bajaj Finserv Balanced Advantage Fund-Direct Plan-IDCW
Bajaj Finserv Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,152196,Bajaj Finserv Balanced Advantage Fund-Regular Plan-Growth
Bajaj Finserv Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,152197,Bajaj Finserv Balanced Advantage Fund-Regular Plan-IDCW
Bandhan Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,131355,BANDHAN Balanced Advantage Fund Direct Plan Growth
Bandhan Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,131356,BANDHAN Balanced Advantage Fund Direct Plan IDCW
Bandhan Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,131357,BANDHAN Balanced Advantage Fund Regular Plan Growth
Bandhan Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,131354,BANDHAN Balanced Advantage Fund Regular Plan IDCW
Bank of India Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,127852,BANK OF INDIA BALANCED ADVANTAGE FUND  DIRECT PLAN IDCW
Bank of India Mutual Fund,Hybrid scheme,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,127851,BANK OF INDIA BALANCED ADVANTAGE FUND  REGULAR PLAN IDCW
