fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,119526,Aditya Birla Sun Life Arbitrage Fund - Growth - Direct Plan
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,112088,Aditya BIRLA SUN LIFE ARBITRAGE FUND - REGULAR PLAN - GROWTH
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,119525,Aditya Birla Sun Life Arbitrage Fund-DIRECT - IDCW
Aditya Birla Sun Life Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,112087,Aditya Birla Sun Life Arbitrage Fund-Regular - IDCW
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,130773,Axis Arbitrage Fund - Direct Plan - Growth
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,130774,Axis Arbitrage Fund - Direct Plan - IDCW
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,130771,Axis Arbitrage Fund - Regular Plan - Growth
Axis Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,130776,Axis Arbitrage Fund - Regular Plan - IDCW
Bajaj Finserv Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,152080,Bajaj Finserv Arbitrage Fund- Direct Plan-IDCW
Bajaj Finserv Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,152078,Bajaj Finserv Arbitrage Fund- Regular Plan-Growth
Bajaj Finserv Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,152077,Bajaj Finserv Arbitrage Fund-Direct Plan-Growth
Bajaj Finserv Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,152079,Bajaj Finserv Arbitrage Fund-Regular Plan-IDCW
Bandhan Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,133680,BANDHAN Arbitrage Fund - Regular Plan - Annual IDCW
Bandhan Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,108845,BANDHAN Arbitrage Fund - Regular Plan - Growth
Bandhan Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,108847,BANDHAN Arbitrage Fund - Regular Plan - Monthly IDCW
Bandhan Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,118474,BANDHAN Arbitrage Fund-Direct Plan- Growth
Bandhan Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,133679,BANDHAN Arbitrage Fund-Direct Plan-Annual IDCW
Bandhan Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,118475,BANDHAN Arbitrage Fund-Direct Plan-Monthly IDCW
Bank of India Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,143613,BANK OF INDIA Arbitrage Fund Direct Plan Annual IDCW
Bank of India Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,143614,BANK OF INDIA Arbitrage Fund Direct Plan Growth
Bank of India Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,143615,BANK OF INDIA Arbitrage Fund Direct Plan Monthly IDCW
Bank of India Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,143616,BANK OF INDIA Arbitrage Fund Direct Plan Quarterly IDCW
Bank of India Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,143620,BANK OF INDIA Arbitrage Fund Regular Growth
Bank of India Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,143617,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Annual IDCW
Bank of India Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,143618,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Monthly IDCW
Bank of India Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,143619,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Quarterly IDCW
Baroda BNP Paribas Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,150252,BARODA BNP PARIBAS ARBITRAGE FUND -DIRECT PLAN - ADHOC IDCW OPTION
Baroda BNP Paribas Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,150255,BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN MONTHLY IDCW Option
Baroda BNP Paribas Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,150256,BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN QUARTERLY IDCW Option
Baroda BNP Paribas Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,150254,BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN MONTHLY IDCW Option
Baroda BNP Paribas Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,150257,BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN QUARTERLY IDCW Option
Baroda BNP Paribas Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,150250,BARODA BNP PARIBAS ARBITRAGE FUND- REGULAR PLAN- GROWTH OPTION
Baroda BNP Paribas Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,150251,BARODA BNP PARIBAS ARBITRAGE FUND-DIRECT PLAN-GROWTH OPTION
Baroda BNP Paribas Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,150253,BARODA BNP PARIBAS ARBITRAGE FUND-REGULAR PLAN- ADHOC IDCW OPTION
DSP Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,142283,DSP Arbitrage Fund - Direct - Growth
DSP Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,142279,DSP Arbitrage Fund - Direct - IDCW
DSP Mutual Fund,Hybrid scheme,Hybrid Scheme - Arbitrage Fund,142281,DSP Arbitrage Fund - Direct - IDCW - Monthly
