Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,4.84%
Axis Bank Ltd.,Equity,4.54%
ICICI Bank Ltd.,Equity,3.85%
Triparty Repo,Others,3.64%
Reliance Industries Ltd.,Equity,3.16%
Tata Consultancy Services Ltd.,Equity,2.54%
ITC Ltd.,Equity,2.50%
Jindal Steel & Power Ltd.,Equity,2.41%
CG Power & Industrial Solutions Ltd.,Equity,2.34%
National Thermal Power Corporation Ltd.,Equity,2.20%
State Bank Of India,Equity,2.06%
Indusind Bank Ltd.,Equity,2.06%
Hero Motocorp Ltd.,Equity,2.02%
UNO Minda Ltd.,Equity,1.95%
HCL Technologies Ltd.,Equity,1.89%
VRL Logistics Ltd.,Equity,1.88%
Tech Mahindra Ltd.,Equity,1.88%
Poonawalla Fincorp Ltd. (Erstwhile Magma Fincorp Ltd.),Equity,1.86%
Cipla Ltd.,Equity,1.84%
The Indian Hotels Company Ltd.,Equity,1.80%
Bosch Ltd.,Equity,1.76%
Bank Of Baroda,Equity,1.75%
ICICI Lombard General Insurance Company Ltd.,Equity,1.75%
Tata Motors Ltd.,Equity,1.71%
Greenpanel Industries Ltd.,Equity,1.65%
Sun Pharmaceuticals Ind Ltd.,Equity,1.62%
KEC International Ltd.,Equity,1.52%
Radico Khaitan Ltd.,Equity,1.49%
Godrej Consumer Products Ltd.,Equity,1.46%
Coal India Ltd.,Equity,1.45%
Avanti Feeds Ltd.,Equity,1.42%
GAIL (India) Ltd.,Equity,1.41%
NCC Ltd.,Equity,1.40%
Infosys Ltd.,Equity,1.39%
The Ramco Cements Ltd.,Equity,1.38%
Hindalco Industries Ltd.,Equity,1.31%
Power Grid Corporation Of India Ltd.,Equity,1.22%
Lupin Ltd.,Equity,1.19%
EIH Ltd.,Equity,1.16%
Aurobindo Pharma Ltd.,Equity,1.15%
Kirloskar Ferrous Industries Ltd.,Equity,1.14%
Graphite India Ltd.,Equity,1.13%
Dr Reddys Laboratories Ltd.,Equity,1.12%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,1.06%
Mahindra & Mahindra Financial Services Ltd.,Equity,0.96%
Crompton Greaves Consumer Electrcials Ltd.,Equity,0.96%
Deepak Nitrite Ltd.,Equity,0.96%
Laurus Labs Ltd.,Equity,0.94%
United Spirits Ltd.,Equity,0.93%
Oil & Natural Gas Corporation Ltd.,Equity,0.92%
MAS Financial Services Ltd.,Equity,0.92%
HDFC Life Insurance Company Ltd.,Equity,0.92%
Mahindra & Mahindra Ltd.,Equity,0.89%
V-Mart Retail Ltd.,Equity,0.86%
Nuvoco Vistas Corporation Ltd.,Equity,0.84%
Wheels India Ltd.,Equity,0.68%
Updater Services Ltd.,Equity,0.64%
Indian Bank,Equity,0.60%
Bharti Airtel Ltd.,Equity,0.53%
Mayur Uniquoters Ltd.,Equity,0.52%
Sobha Ltd.,Equity,0.51%
Sterling & Wilson Renewable Energy Ltd. (Erstwhile Sterling & Wilson Solar Ltd.),Equity,0.50%
Suzlon Energy Ltd.,Equity,0.44%
Quess Corp Ltd.,Equity,0.40%
K P R Mill Ltd.,Equity,0.32%
Cash Margin,Debt,0.03%
Cash Margin,Debt,0.02%
Cash,Others,0.00%
Net Receivables/(Payable),Others,-0.17%
