Company Name,Asset Type,Percentage Allocation
Reliance Industries Ltd.,Equity,9.93%
Linde India Ltd.,Equity,6.93%
Aurobindo Pharma Ltd.,Equity,6.69%
NMDC Ltd.,Equity,6.40%
Adani Power Ltd.,Equity,5.60%
Poonawalla Fincorp Ltd. (Erstwhile Magma Fincorp Ltd.),Equity,5.53%
Punjab National Bank,Equity,5.44%
Tata Communications Ltd.,Equity,5.22%
Lupin Ltd.,Equity,4.91%
Bharat Heavy Electricals Ltd.,Equity,3.59%
Triparty Repo,Others,3.55%
Torrent Power Ltd.,Equity,3.28%
One 97 Communications Ltd.,Equity,3.17%
Jio Financial Services Ltd.,Equity,3.16%
Escorts Kubota Ltd.,Equity,3.11%
Sun T V Network Ltd.,Equity,2.71%
Oil India Ltd.,Equity,2.64%
IPCA Laboratories Ltd.,Equity,2.21%
Lupin Ltd.,Equity,2.20%
Dalmia Bharat Ltd.,Equity,1.68%
Abbott India Ltd.,Equity,1.67%
Steel Authority Of India Ltd.,Equity,1.62%
Treasury Bill (91D),Others,1.40%
CRISIL Ltd.,Equity,1.37%
Treasury Bill (91D),Others,1.28%
Aditya Birla Fashion & Retail Ltd.,Equity,1.18%
Oracle Financial Services Software Ltd.,Equity,1.14%
Bandhan Bank Ltd.,Equity,1.09%
Apollo Tyres Ltd.,Equity,0.92%
Treasury Bill (91D),Others,0.71%
Aarti Industries Ltd.,Equity,0.68%
Jindal Steel & Power Ltd.,Equity,0.33%
Steel Authority Of India Ltd.,Equity,0.13%
Current Assets,Others,-1.49%
