Company Name,Asset Type,Percentage Allocation
Bank Of India,Equity,5.48%
Century Textiles & Industries Ltd.,Equity,4.63%
Bharat Heavy Electricals Ltd.,Equity,4.55%
Hindware Home Innovation Ltd.,Equity,4.29%
HDFC Asset Management Company Ltd.,Equity,3.68%
The Federal Bank Ltd.,Equity,3.60%
Mayur Uniquoters Ltd.,Equity,3.50%
Faze Three Ltd.,Equity,3.20%
Coforge Ltd.,Equity,3.01%
Mphasis Ltd.,Equity,2.91%
Bharat Forge Ltd.,Equity,2.77%
Sundaram Finance Ltd.,Equity,2.65%
Igarashi Motors India Ltd.,Equity,2.64%
NMDC Ltd.,Equity,2.60%
Tata Communications Ltd.,Equity,2.58%
REC Ltd.,Equity,2.56%
Piramal Enterprises Ltd.,Equity,2.56%
Dalmia Bharat Ltd.,Equity,2.50%
LIC Housing Finance Ltd.,Equity,2.50%
Sumitomo Chemical India Ltd.,Equity,2.33%
Voltas Ltd.,Equity,2.30%
Schaeffler India Ltd.,Equity,2.27%
Endurance Technologies Ltd.,Equity,2.21%
Net Receivables/(Payable),Others,2.17%
Max Financial Services Ltd.,Equity,1.86%
Relaxo Footwears Ltd.,Equity,1.80%
K P R Mill Ltd.,Equity,1.76%
Laurus Labs Ltd.,Equity,1.72%
Kajaria Ceramics Ltd.,Equity,1.68%
ACC Ltd.,Equity,1.44%
NBCC (India) Ltd.,Equity,1.37%
Ami Organics Ltd.,Equity,1.33%
Oberoi Realty Ltd.,Equity,1.28%
Aditya Birla Capital Ltd.,Equity,1.25%
Jubilant Foodworks Ltd.,Equity,1.20%
Astral Ltd. (Erstwhile Astral Poly Technik Ltd.),Equity,1.10%
The Ramco Cements Ltd.,Equity,1.09%
Oil India Ltd.,Equity,1.09%
Associated Alcohols & Breweries Ltd.,Equity,0.75%
Happy Forgings Ltd.,Equity,0.74%
Steel Authority Of India Ltd.,Equity,0.73%
Cummins India Ltd.,Equity,0.70%
Shriram Pistons & Rings Ltd.,Equity,0.65%
Emami Ltd.,Equity,0.60%
The Indian Hotels Company Ltd.,Equity,0.56%
BEML Ltd.,Equity,0.49%
Aurobindo Pharma Ltd.,Equity,0.48%
La Opala RG Ltd.,Equity,0.45%
Atul Ltd.,Equity,0.22%
Uflex Ltd.,Equity,0.21%
