Company Name,Asset Type,Percentage Allocation
The Federal Bank Ltd.,Equity,3.56%
Coforge Ltd.,Equity,2.81%
Lupin Ltd.,Equity,2.69%
Bharat Forge Ltd.,Equity,2.48%
National Thermal Power Corporation Ltd.,Equity,2.45%
Crompton Greaves Consumer Electrcials Ltd.,Equity,2.27%
Triparty Repo,Others,2.25%
HDFC Asset Management Company Ltd.,Equity,2.24%
Tata Communications Ltd.,Equity,2.23%
Fortis Healthcare Ltd.,Equity,2.23%
Container Corporation Of India Ltd.,Equity,2.18%
Prestige Estates Projects Ltd.,Equity,2.15%
NMDC Ltd.,Equity,2.09%
Bata India Ltd.,Equity,2.05%
Delhivery Ltd.,Equity,2.05%
Bayer Cropscience Ltd.,Equity,2.03%
Indian Bank,Equity,2.02%
Fsn ECommerce Ventures Ltd.,Equity,2.02%
LIC Housing Finance Ltd.,Equity,2.02%
Power Finance Corporation Ltd.,Equity,1.98%
Thermax Ltd.,Equity,1.97%
Gujarat State Petronet Ltd.,Equity,1.95%
Max Financial Services Ltd.,Equity,1.80%
Axis Bank Ltd.,Equity,1.80%
PB Fintech Ltd.,Equity,1.76%
Ltimindtree Ltd.,Equity,1.69%
J. K. Cement Ltd.,Equity,1.67%
ACC Ltd.,Equity,1.56%
HDFC Bank Ltd.,Equity,1.55%
Ceat Ltd.,Equity,1.54%
Kajaria Ceramics Ltd.,Equity,1.49%
Page Industries Ltd.,Equity,1.46%
SKF India Ltd.,Equity,1.43%
Motherson Sumi Wiring India Ltd.,Equity,1.30%
Laurus Labs Ltd.,Equity,1.28%
Indraprastha Gas Ltd.,Equity,1.25%
State Bank Of India,Equity,1.23%
Gland Pharma Ltd.,Equity,1.19%
Prince Pipes & Fittings Ltd.,Equity,1.17%
Emami Ltd.,Equity,1.16%
Natco Pharma Ltd.,Equity,1.13%
IPCA Laboratories Ltd.,Equity,1.08%
Century Plyboards Ltd.,Equity,1.06%
TVS Motor Company Ltd.,Equity,1.04%
Sona Blw Precision Forgings Ltd.,Equity,1.03%
Atul Ltd.,Equity,1.01%
Honeywell Automation India Ltd.,Equity,1.00%
Dixon Technologies (India) Ltd.,Equity,0.99%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.97%
Navin Fluorine International Ltd.,Equity,0.97%
Teamlease Services Ltd.,Equity,0.95%
Mphasis Ltd.,Equity,0.89%
Voltas Ltd.,Equity,0.87%
Biocon Ltd.,Equity,0.83%
Utkarsh Small Finance Bank Ltd.,Equity,0.81%
Ajanta Pharma Ltd.,Equity,0.77%
The Indian Hotels Company Ltd.,Equity,0.72%
Sudarshan Chemical Industries Ltd.,Equity,0.71%
One 97 Communications Ltd.,Equity,0.69%
STAR HEALTH & ALLIED INSURANCE COMPANY Ltd.,Equity,0.68%
Chemplast Sanmar Ltd.,Equity,0.67%
Alkem Laboratories Ltd.,Equity,0.63%
Schaeffler India Ltd.,Equity,0.62%
Vijaya Diagnostic Centre Ltd.,Equity,0.59%
Krishna Institute of Medical Sciences Ltd.,Equity,0.56%
Craftsman Automation Ltd.,Equity,0.55%
National Aluminium Company Ltd.,Equity,0.52%
NRB Bearings Ltd.,Equity,0.51%
Tega Industries Ltd.,Equity,0.47%
Electronics Mart India Ltd.,Equity,0.39%
Campus Activewear Ltd.,Equity,0.31%
Net Receivables/(Payable),Others,-0.05%
