Company Name,Asset Type,Percentage Allocation
7.18 GOI Jul 24 2037,Debt,27.84%
7.06 GOI Apr 10 2028,Debt,16.52%
7.18 GOI Aug 14 2033,Debt,9.92%
7.26 GOI Feb  6 2033,Debt,8.31%
7.77 Power Finance Corporation Ltd. Apr 15 2028,Debt,8.29%
7.9 LIC Housing Finance Ltd. Jun 23 2027,Debt,8.26%
7.9 Jamnagar Utilities & Power Pvt. Ltd. Aug 10 2028,Debt,6.61%
Current Assets,Others,3.92%
7.74 Maharashtra SDL  Mar  1 2033,Debt,3.34%
7.78 Rajasthan SDL Mar 29 2033,Debt,1.67%
7.26 GOI Aug 22 2032,Debt,1.66%
7.69 REC Ltd. Mar 31 2033,Debt,1.65%
6.75 Piramal Capital & Housing Finance Ltd. (Erstwhile Dewan Housing Finance Corporation Ltd.) Sep 26 2031,Debt,1.58%
SBI - CDMDF - A2 Units,Others,0.23%
CBLO(CCIL),Others,0.20%
