Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,6.78%
Cash,Others,6.02%
Reliance Industries Ltd.,Equity,4.49%
ITC Ltd.,Equity,3.80%
ICICI Bank Ltd.,Equity,3.43%
Tata Consultancy Services Ltd.,Equity,2.78%
Solar Industries India Ltd.,Equity,2.58%
Jupiter Wagons Ltd.,Equity,2.54%
PB Fintech Ltd.,Equity,2.46%
Radico Khaitan Ltd.,Equity,2.37%
APL Apollo Tubes Ltd.,Equity,2.02%
Tata Consumer Products Ltd.,Equity,1.94%
Metro Brands Ltd.,Equity,1.94%
Karur Vysya Bank Ltd.,Equity,1.91%
3M India Ltd.,Equity,1.85%
Jubilant Foodworks Ltd.,Equity,1.84%
ACC Ltd.,Equity,1.79%
Zee Entertainment Enterprises Ltd.,Equity,1.77%
Nestle India Ltd.,Equity,1.74%
Blue Dart Express Ltd.,Equity,1.72%
Exide Industries Ltd.,Equity,1.59%
7.38 GOI Jun 20 2027,Debt,1.58%
7.27 GOI Apr  8 2026,Debt,1.57%
Polycab India Ltd.,Equity,1.50%
National Thermal Power Corporation Ltd.,Equity,1.38%
Avenue Supermarts Ltd.,Equity,1.34%
7.8 HDFC Bank Ltd. May  3 2033,Debt,1.30%
Power Grid Corporation Of India Ltd.,Equity,1.26%
Cyient Ltd.,Equity,1.20%
Craftsman Automation Ltd.,Equity,1.16%
Cera Sanitaryware Ltd.,Equity,1.16%
6.35 Mindspace Business Parks Reit Dec 31 2024,Debt,1.13%
Hero Motocorp Ltd.,Equity,1.12%
Amber Enterprises India Ltd.,Equity,1.07%
Titan Company Ltd.,Equity,1.05%
Bharat Electronics Ltd.,Equity,1.04%
Dixon Technologies (India) Ltd.,Equity,1.03%
6.79 GOI Dec 26 2029,Debt,1.03%
Muthoot Finance Ltd.,Equity,1.01%
Kaynes Technology India Pvt. Ltd.,Equity,0.98%
United Spirits Ltd.,Equity,0.97%
Kirloskar Pneumatic Company Ltd.,Equity,0.96%
Ltimindtree Ltd.,Equity,0.94%
UTI Asset Management Company Ltd.,Equity,0.91%
Campus Activewear Ltd.,Equity,0.86%
Nuvoco Vistas Corporation Ltd.,Equity,0.82%
Prince Pipes & Fittings Ltd.,Equity,0.80%
Procter & Gamble Health Ltd.,Equity,0.80%
PG Electroplast Ltd.,Equity,0.79%
Doms Industries Ltd.,Equity,0.78%
Westlife Foodworld Ltd.,Equity,0.78%
5.7 Bajaj Housing Finance Ltd. Jun 10 2024,Debt,0.77%
6.4 Jamnagar Utilities & Power Pvt. Ltd. Sep 29 2026,Debt,0.75%
Pidilite Industries Ltd.,Equity,0.75%
RHI Magnesita India Ltd.,Equity,0.74%
6.49 Malwa Solar Power Generation Pvt. Ltd. Jul  1 2024,Debt,0.72%
Matrimony.Com Ltd.,Equity,0.70%
Jio Financial Services Ltd.,Equity,0.69%
6.1 GOI Jul 12 2031,Debt,0.57%
Bharat Heavy Electricals Ltd.,Equity,0.56%
Oberoi Realty Ltd.,Equity,0.55%
6.49 Yarrow Infrastructure Pvt. Ltd. Jul  1 2024,Debt,0.55%
7.36 GOI Sep 12 2052,Debt,0.52%
5.9 Bharti Hexacom Ltd. Apr 30 2024,Debt,0.52%
6.49 Sepset Constructions Ltd. Jul  1 2024,Debt,0.49%
Repo,Others,0.27%
8.6 Bharti Telecom Ltd. Dec 12 2025,Debt,0.26%
7.42 Power Finance Corporation Ltd. Nov 19 2024,Debt,0.26%
7.13 NHPC Ltd. Feb 11 2026,Debt,0.26%
7.13 NHPC Ltd. Feb  9 2029,Debt,0.26%
7.26 GOI Jan 14 2029,Debt,0.10%
6.49 Priapus Infrastructure Ltd. Jul  1 2024,Debt,0.04%
