Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,7.97%
Reliance Industries Ltd.,Equity,4.78%
Cash,Others,4.57%
ITC Ltd.,Equity,4.15%
ICICI Bank Ltd.,Equity,3.87%
Tata Consultancy Services Ltd.,Equity,3.08%
Jupiter Wagons Ltd.,Equity,3.06%
Solar Industries India Ltd.,Equity,2.90%
PB Fintech Ltd.,Equity,2.79%
Radico Khaitan Ltd.,Equity,2.46%
Karur Vysya Bank Ltd.,Equity,2.45%
APL Apollo Tubes Ltd.,Equity,2.33%
Tata Consumer Products Ltd.,Equity,2.22%
Metro Brands Ltd.,Equity,2.20%
Zee Entertainment Enterprises Ltd.,Equity,2.06%
Nestle India Ltd.,Equity,2.04%
Blue Dart Express Ltd.,Equity,1.96%
ACC Ltd.,Equity,1.96%
3M India Ltd.,Equity,1.91%
Exide Industries Ltd.,Equity,1.86%
Jubilant Foodworks Ltd.,Equity,1.85%
Polycab India Ltd.,Equity,1.72%
Avenue Supermarts Ltd.,Equity,1.71%
National Thermal Power Corporation Ltd.,Equity,1.61%
Power Grid Corporation Of India Ltd.,Equity,1.49%
Newgen Software Technologies Ltd.,Equity,1.45%
Aurobindo Pharma Ltd.,Equity,1.36%
Cyient Ltd.,Equity,1.33%
Hero Motocorp Ltd.,Equity,1.27%
Cera Sanitaryware Ltd.,Equity,1.23%
Titan Company Ltd.,Equity,1.21%
Amber Enterprises India Ltd.,Equity,1.20%
Bharat Electronics Ltd.,Equity,1.15%
Dixon Technologies (India) Ltd.,Equity,1.15%
Kaynes Technology India Pvt. Ltd.,Equity,1.14%
Craftsman Automation Ltd.,Equity,1.13%
Muthoot Finance Ltd.,Equity,1.11%
Ltimindtree Ltd.,Equity,1.06%
United Spirits Ltd.,Equity,1.06%
Campus Activewear Ltd.,Equity,1.03%
Nippon Life India Asset Management Ltd.,Equity,0.99%
Saregama India Ltd.,Equity,0.97%
Kirloskar Pneumatic Company Ltd.,Equity,0.96%
UTI Asset Management Company Ltd.,Equity,0.96%
Nuvoco Vistas Corporation Ltd.,Equity,0.93%
Doms Industries Ltd.,Equity,0.91%
PG Electroplast Ltd.,Equity,0.89%
Westlife Foodworld Ltd.,Equity,0.87%
Pidilite Industries Ltd.,Equity,0.84%
Procter & Gamble Health Ltd.,Equity,0.83%
RHI Magnesita India Ltd.,Equity,0.82%
Bharat Heavy Electricals Ltd.,Equity,0.78%
Jio Financial Services Ltd.,Equity,0.77%
Matrimony.Com Ltd.,Equity,0.71%
Oberoi Realty Ltd.,Equity,0.67%
Repo,Others,0.19%
