Company Name,Asset Type,Percentage Allocation
4.45 GOI Oct 30 2034,Debt,26.52%
7.06 GOI Apr 10 2028,Debt,18.43%
7.18 GOI Aug 14 2033,Debt,15.91%
9.75 Jamnagar Utilities & Power Pvt. Ltd. Aug  2 2024,Debt,6.41%
8.7551 TMF Holdings Ltd. Aug 20 2024,Debt,6.35%
8.9508 Pipeline Infrastructure Pvt. Ltd. Mar 22 2024,Debt,3.83%
Triparty Repo,Others,3.77%
7.44 Small Industries Development Bank Of India Sep  4 2026,Debt,3.15%
6.92 Godrej Industries Ltd. May 14 2025,Debt,3.14%
6.43 HDFC Bank Ltd. Sep 29 2025,Debt,3.10%
8 Yes Bank Ltd. Sep 30 2026,Debt,3.06%
Sharekhan Ltd. (365D),Others,2.92%
Current Assets,Others,1.87%
6.25 LIC Housing Finance Ltd. Jun 20 2025,Debt,1.55%
