Company Name,Asset Type,Percentage Allocation
REC Ltd. (137D),Others,11.44%
Canara Bank,Others,11.42%
Axis Bank Ltd.,Others,11.41%
HDFC Bank Ltd.,Others,11.41%
National Bank For Agriculture & Rural Development (Nabard),Others,11.41%
Indian Bank,Others,9.52%
Punjab National Bank,Others,9.52%
Mahindra & Mahindra Financial Services Ltd. (362D),Others,9.51%
ICICI Securities Ltd. (365D),Others,9.51%
LIC Housing Finance Ltd. (74D),Others,4.75%
CBLO(CCIL),Others,0.10%
Net Receivables/(Payable),Others,0.00%
