Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,7.75%
Reliance Industries Ltd.,Equity,4.57%
Repo,Others,4.22%
ICICI Bank Ltd.,Equity,3.36%
Tata Consultancy Services Ltd.,Equity,2.78%
SBI Cards & Payment Services Pvt. Ltd.,Equity,2.76%
Solar Industries India Ltd.,Equity,2.45%
ITC Ltd.,Equity,2.43%
Kotak Mahindra Bank Ltd.,Equity,2.38%
Sundram Fasteners Ltd.,Equity,2.36%
PNB Housing Finance Ltd.,Equity,2.32%
Power Finance Corporation Ltd.,Equity,2.14%
Cera Sanitaryware Ltd.,Equity,2.08%
HDFC Asset Management Company Ltd.,Equity,2.05%
Karur Vysya Bank Ltd.,Equity,2.04%
Axis Bank Ltd.,Equity,2.03%
APL Apollo Tubes Ltd.,Equity,2.02%
Larsen & Toubro Ltd.,Equity,1.98%
Avenue Supermarts Ltd.,Equity,1.94%
Persistent Systems Ltd.,Equity,1.91%
Metro Brands Ltd.,Equity,1.88%
Eicher Motors Ltd.,Equity,1.87%
Syrma SGS Technology Ltd.,Equity,1.80%
Titan Company Ltd.,Equity,1.78%
ACC Ltd.,Equity,1.78%
RBL Bank Ltd.,Equity,1.78%
Adani Ports and Special Economic Zone Ltd.,Equity,1.70%
Piramal Pharma Ltd.,Equity,1.51%
Embassy Office Parks Reit,Others,1.45%
Home First Finance Company India Ltd.,Equity,1.43%
Bharat Heavy Electricals Ltd.,Equity,1.43%
Escorts Kubota Ltd.,Equity,1.38%
Westlife Foodworld Ltd.,Equity,1.38%
Bandhan Bank Ltd.,Equity,1.35%
Craftsman Automation Ltd.,Equity,1.33%
IPCA Laboratories Ltd.,Equity,1.29%
Astral Ltd. (Erstwhile Astral Poly Technik Ltd.),Equity,1.24%
Suven Pharmaceuticals Ltd.,Equity,1.21%
Muthoot Finance Ltd.,Equity,1.18%
Power Grid Corporation Of India Ltd.,Equity,1.17%
Pfizer Ltd.,Equity,1.14%
Kirloskar Pneumatic Company Ltd.,Equity,1.13%
Mahindra Lifespace Developers Ltd.,Equity,1.12%
Cash,Others,1.11%
Vedant Fashions Pvt. Ltd.,Equity,1.09%
GAIL (India) Ltd.,Equity,1.05%
Biocon Ltd.,Equity,1.05%
Tech Mahindra Ltd.,Equity,0.97%
Ltimindtree Ltd.,Equity,0.97%
Nestle India Ltd.,Equity,0.97%
The Ramco Cements Ltd.,Equity,0.94%
Infosys Ltd.,Equity,0.93%
Zydus Wellness Ltd.,Equity,0.87%
Torrent Power Ltd.,Equity,0.77%
Mphasis Ltd.,Equity,0.37%
