Company Name,Asset Type,Percentage Allocation
Zomato Ltd.,Equity,11.08%
Jio Financial Services Ltd.,Equity,9.68%
Tube Investments Of India Ltd.,Equity,8.06%
Persistent Systems Ltd.,Equity,7.85%
Cholamandalam Investment & Finance Company Ltd.,Equity,7.79%
Coforge Ltd.,Equity,7.40%
ICICI Bank Ltd.,Equity,5.60%
HDFC Bank Ltd.,Equity,4.80%
Deepak Nitrite Ltd.,Equity,4.44%
Balkrishna Industries Ltd.,Equity,4.04%
Vaibhav Global Ltd.,Equity,3.60%
Larsen & Toubro Ltd.,Equity,3.37%
Electronics Mart India Ltd.,Equity,2.99%
Trent Ltd.,Equity,2.58%
Net Receivables/(Payable),Others,2.39%
ABB India Ltd.,Equity,2.36%
CBLO(CCIL),Others,2.13%
Prestige Estates Projects Ltd.,Equity,1.79%
Mphasis Ltd.,Equity,1.69%
Kaynes Technology India Pvt. Ltd.,Equity,1.25%
Au Small Finance Bank Ltd.,Equity,1.11%
Kalyan Jewellers India Ltd.,Equity,0.94%
CG Power & Industrial Solutions Ltd.,Equity,0.89%
Navin Fluorine International Ltd.,Equity,0.87%
Tech Mahindra Ltd.,Equity,0.86%
BSE Ltd.,Equity,0.44%
