Company Name,Asset Type,Percentage Allocation
ICICI Bank Ltd.,Equity,6.82%
Bharat Electronics Ltd.,Equity,5.50%
Ultratech Cement Ltd.,Equity,5.36%
Larsen & Toubro Ltd.,Equity,5.06%
HDFC Bank Ltd.,Equity,5.03%
Infosys Ltd.,Equity,4.74%
Axis Bank Ltd.,Equity,4.55%
SRF Ltd.,Equity,3.98%
State Bank Of India,Equity,3.60%
Maruti Suzuki India Ltd.,Equity,3.53%
Reliance Industries Ltd.,Equity,3.36%
Jindal Steel & Power Ltd.,Equity,3.36%
Tata Consultancy Services Ltd.,Equity,2.54%
Au Small Finance Bank Ltd.,Equity,2.47%
Thermax Ltd.,Equity,2.11%
Bharti Airtel Ltd.,Equity,1.92%
Zydus Lifesciences Ltd.,Equity,1.84%
Bharat Forge Ltd.,Equity,1.83%
The Ramco Cements Ltd.,Equity,1.83%
Interglobe Aviation Ltd.,Equity,1.76%
Hindustan Unilever Ltd.,Equity,1.73%
Mahindra & Mahindra Ltd.,Equity,1.71%
Solar Industries India Ltd.,Equity,1.51%
Balkrishna Industries Ltd.,Equity,1.50%
Hero Motocorp Ltd.,Equity,1.39%
Container Corporation Of India Ltd.,Equity,1.37%
Bajaj Finance Ltd.,Equity,1.32%
Petronet Lng Ltd.,Equity,1.30%
Kotak Mahindra Bank Ltd.,Equity,1.19%
Cipla Ltd.,Equity,1.15%
KEC International Ltd.,Equity,1.08%
Hindalco Industries Ltd.,Equity,1.03%
ITC Ltd.,Equity,0.99%
United Breweries Ltd.,Equity,0.96%
MRF Ltd.,Equity,0.96%
Tata Chemicals Ltd.,Equity,0.93%
AIA Engineering Ltd.,Equity,0.90%
Zomato Ltd.,Equity,0.83%
Indraprastha Gas Ltd.,Equity,0.80%
Triparty Repo,Others,0.76%
Max Financial Services Ltd.,Equity,0.66%
Bata India Ltd.,Equity,0.66%
Godrej Consumer Products Ltd.,Equity,0.63%
BEML Ltd.,Equity,0.60%
Apollo Tyres Ltd.,Equity,0.57%
Ashok Leyland Ltd.,Equity,0.47%
Jubilant Foodworks Ltd.,Equity,0.40%
Coromandel International Ltd. (Coromandel Fertilisers Ltd.),Equity,0.35%
Shree Cement Ltd.,Equity,0.32%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.28%
Bayer Cropscience Ltd.,Equity,0.27%
Jubilant Foodworks Ltd.,Equity,0.20%
Kotak Mahindra Mutual Fund (Kotak Liquid Fund - Direct - Growth),Debt,0.13%
Bharti Airtel Ltd.,Equity,0.06%
Indian Renewable Energy Development Agency (Ireda),Equity,0.06%
BEML Land Assets Ltd.,Equity,0.04%
Current Assets,Others,-0.14%
Derivative,Others,-0.20%
