Company Name,Asset Type,Percentage Allocation
HDFC Bank Ltd.,Equity,8.93%
ICICI Bank Ltd.,Equity,7.81%
State Bank Of India,Equity,5.63%
Triparty Repo,Others,4.70%
Hindustan Unilever Ltd.,Equity,4.61%
Bajaj Finance Ltd.,Equity,3.34%
The Federal Bank Ltd.,Equity,2.91%
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,2.78%
ITC Ltd.,Equity,2.77%
Piramal Pharma Ltd.,Equity,2.75%
Hindware Home Innovation Ltd.,Equity,2.73%
L&T Finance Holding Ltd.,Equity,2.62%
Axis Bank Ltd.,Equity,2.62%
DCB Bank Ltd.,Equity,2.41%
SRF Ltd.,Equity,2.40%
L&T Technology Services Ltd.,Equity,1.81%
Oracle Financial Services Software Ltd.,Equity,1.79%
EIH Ltd.,Equity,1.76%
Maruti Suzuki India Ltd.,Equity,1.74%
Tech Mahindra Ltd.,Equity,1.60%
HCL Technologies Ltd.,Equity,1.58%
The Indian Hotels Company Ltd.,Equity,1.52%
Page Industries Ltd.,Equity,1.50%
Gabriel India Ltd.,Equity,1.41%
Crompton Greaves Consumer Electrcials Ltd.,Equity,1.39%
Avenue Supermarts Ltd.,Equity,1.28%
TCI Express Ltd.,Equity,1.26%
Godrej Agrovet Ltd.,Equity,1.25%
CSB Bank Ltd. (Formerly The Catholic Syrian Bank Ltd.),Equity,1.23%
Va Tech Wabag Ltd.,Equity,1.22%
Kirloskar Oil Engines Ltd.,Equity,1.21%
TVS Holdings Ltd.,Equity,1.21%
Elgi Equipments Ltd.,Equity,1.19%
Eicher Motors Ltd.,Equity,1.19%
Ccl Products (India) Ltd.,Equity,1.15%
Elecon Engineering Company Ltd.,Equity,1.15%
Campus Activewear Ltd.,Equity,1.13%
Emami Ltd.,Equity,1.06%
Godfrey Phillips India Ltd.,Equity,1.03%
ICICI Prudential Life Insurance Company Ltd.,Equity,1.01%
GMM Pfaudler Ltd.,Equity,1.01%
PVR INOX Ltd.,Equity,0.91%
Apar Industries Ltd.,Equity,0.86%
Wendt India Ltd.,Equity,0.83%
Interglobe Aviation Ltd.,Equity,0.82%
Zydus Lifesciences Ltd.,Equity,0.78%
Alicon Castalloy Ltd.,Equity,0.77%
Abbott India Ltd.,Equity,0.56%
Sundaram Clayton Dcd Ltd,Equity,0.43%
Arvind Fashions Ltd.,Equity,0.26%
Disa India Ltd.,Equity,0.21%
Ador Welding Ltd.,Equity,0.10%
5.5 Britannia Industries Ltd. Jun  3 2024,Debt,0.00%
Net Receivables/(Payable),Others,-0.21%
