Company Name,Asset Type,Percentage Allocation
Maruti Suzuki India Ltd.,Equity,5.53%
Triparty Repo,Others,5.30%
Hero Motocorp Ltd.,Equity,4.20%
Power Finance Corporation Ltd.,Equity,3.67%
National Thermal Power Corporation Ltd.,Equity,3.16%
Bank Of Baroda,Equity,2.86%
Radico Khaitan Ltd.,Equity,2.58%
Zomato Ltd.,Equity,2.52%
GAIL (India) Ltd.,Equity,2.51%
Life Insurance Corporation of India,Equity,2.29%
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,2.22%
Hindustan Unilever Ltd.,Equity,2.16%
Hindustan Petroleum Corporation Ltd.,Equity,2.12%
Kalpataru Projects International Ltd.,Equity,2.01%
Reliance Industries Ltd.,Equity,1.98%
Fortis Healthcare Ltd.,Equity,1.96%
Sun T V Network Ltd.,Equity,1.93%
Zee Entertainment Enterprises Ltd.,Equity,1.88%
Century Plyboards Ltd.,Equity,1.84%
Ambuja Cements Ltd.,Equity,1.82%
Axis Bank Ltd.,Equity,1.78%
The Jammu & Kashmir Bank Ltd.,Equity,1.74%
The South Indian Bank Ltd.,Equity,1.73%
Tech Mahindra Ltd.,Equity,1.73%
Ashoka Buildcon Ltd.,Equity,1.68%
Indusind Bank Ltd.,Equity,1.68%
Bharti Airtel Ltd.,Equity,1.57%
Navneet Education Ltd.,Equity,1.48%
Indian Bank,Equity,1.46%
HDFC Bank Ltd.,Equity,1.45%
Mphasis Ltd.,Equity,1.30%
First Source Solutions Ltd.,Equity,1.22%
Innova Captab Ltd.,Equity,1.21%
Kotak Mahindra Bank Ltd.,Equity,1.18%
Kansai Nerolac Paints Ltd.,Equity,1.15%
Heritage Foods Ltd.,Equity,1.15%
Infosys Ltd.,Equity,1.14%
Interglobe Aviation Ltd.,Equity,1.14%
Subros Ltd.,Equity,1.12%
Alkem Laboratories Ltd.,Equity,1.10%
Sun Pharmaceuticals Ind Ltd.,Equity,1.09%
Barbeque Nation Hospitality Ltd.,Equity,1.08%
Voltamp Transformers Ltd.,Equity,1.05%
Rolex Rings Ltd.,Equity,1.02%
United Spirits Ltd.,Equity,1.01%
United Breweries Ltd.,Equity,0.99%
Persistent Systems Ltd.,Equity,0.96%
Tata Chemicals Ltd.,Equity,0.91%
Carborundum Universal Ltd.,Equity,0.90%
Bharat Electronics Ltd.,Equity,0.89%
Aavas Financiers Ltd. (Erstwhile A U Housing Finance),Equity,0.88%
Signatureglobal (India) Ltd.,Equity,0.83%
V-Mart Retail Ltd.,Equity,0.83%
Kotak Mahindra Mutual Fund (Kotak Liquid Fund - Direct - Growth),Debt,0.81%
PVR INOX Ltd.,Equity,0.81%
Pokarna Ltd.,Equity,0.80%
Jubilant Foodworks Ltd.,Equity,0.80%
Mahindra Lifespace Developers Ltd.,Equity,0.77%
HCL Technologies Ltd.,Equity,0.75%
JB Chemicals & Pharmaceuticals Ltd.,Equity,0.72%
PNC Infratech Ltd.,Equity,0.63%
The Federal Bank Ltd.,Equity,0.62%
J. K. Cement Ltd.,Equity,0.56%
Mahindra & Mahindra Financial Services Ltd.,Equity,0.48%
KNR Constructions Ltd.,Equity,0.39%
Mahindra & Mahindra Financial Services Ltd.,Equity,0.38%
Jio Financial Services Ltd.,Equity,0.32%
Indian Renewable Energy Development Agency (Ireda),Equity,0.21%
Tata Chemicals Ltd.,Equity,0.20%
SAI Silks (Kalamandir) Ltd.,Equity,0.15%
Axis Bank Ltd.,Equity,0.00%
Current Assets,Others,-1.34%
Derivative,Others,-3.07%
