fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,119436,Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan
Aditya Birla Sun Life Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,100033,Aditya Birla Sun Life Equity Advantage Fund - Regular Growth
Aditya Birla Sun Life Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,119433,Aditya Birla Sun Life Equity Advantage Fund -Direct - IDCW
Aditya Birla Sun Life Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,100034,Aditya Birla Sun Life Equity Advantage Fund -Regular - IDCW
Axis Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,145110,Axis Growth Opportunities Fund - Direct Plan - Growth
Axis Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,145109,Axis Growth Opportunities Fund - Direct Plan - IDCW
Axis Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,145112,Axis Growth Opportunities Fund - Regular Plan - Growth
Axis Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,145111,Axis Growth Opportunities Fund - Regular Plan - IDCW
Bandhan Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,108596,BANDHAN Core Equity Fund - Regular Plan - Growth
Bandhan Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,108597,BANDHAN Core Equity Fund - Regular Plan - IDCW
Bandhan Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,118419,BANDHAN Core Equity Fund-Direct Plan-Growth
Bandhan Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,118420,BANDHAN Core Equity Fund-Direct Plan-IDCW
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,110598,BANK OF INDIA Large & Mid Cap  Equity Fund Regular Plan- Quarterly IDCW
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,119349,BANK OF INDIA Large & Mid Cap Equity Fund Direct  Plan- Quarterly IDCW
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,119300,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan- Bonus
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,119350,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Growth
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,119346,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Regular IDCW
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,110599,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan- Growth
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,110601,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Bonus
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,110604,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Quarterly IDCW
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,110608,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Regular IDCW
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,110603,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Growth
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,110607,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Regular IDCW
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,110606,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan-Bonus
Baroda BNP Paribas Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,148474,Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option
Baroda BNP Paribas Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,148475,Baroda BNP Paribas Large and Mid Cap Fund-Direct Plan-IDCW Option
Baroda BNP Paribas Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,148471,Baroda BNP Paribas Large and Mid Cap Fund-Regular Plan-Growth Option
Baroda BNP Paribas Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,148472,Baroda BNP Paribas Large and Mid Cap Fund-Regular plan-IDCW Option
Canara Robeco Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,118278,CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - GROWTH OPTION
Canara Robeco Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,118277,CANARA ROBECO EMERGING EQUITIES - DIRECT PLAN - IDCW (Payout/Reinvestment)
Canara Robeco Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,102920,CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - GROWTH OPTION
Canara Robeco Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,102921,CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - IDCW (Payout/Reinvestment)
DSP Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,119218,DSP Equity Opportunities Fund - Direct Plan - Growth
DSP Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,119219,DSP Equity Opportunities Fund - Direct Plan - IDCW
DSP Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,103819,DSP Equity Opportunities Fund-Regular Plan - Growth
DSP Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,103820,DSP Equity Opportunities Fund-Regular Plan - IDCW
Edelweiss Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,140175,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option
Edelweiss Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,140172,Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option
Edelweiss Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,140174,Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option
Edelweiss Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,140173,Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option
Franklin Templeton Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,118510,Franklin India Equity Advantage Fund - Direct - Growth
Franklin Templeton Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,118509,Franklin India Equity Advantage Fund - Direct - IDCW 
Franklin Templeton Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,102883,Franklin India Equity Advantage Fund - Growth Plan
Franklin Templeton Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,102884,Franklin India Equity Advantage Fund - IDCW 
HDFC Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,130496,HDFC Large and Mid Cap Fund - Growth Option
HDFC Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,130498,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan
HDFC Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,130497,HDFC Large and Mid Cap Fund - IDCW Option
HDFC Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,130499,HDFC Large and Mid Cap Fund - IDCW Option - Direct Plan
HSBC Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,146772,HSBC Large & Mid Cap Fund - Direct Growth
HSBC Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,146770,HSBC Large & Mid Cap Fund - Direct IDCW
HSBC Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,146771,HSBC Large & Mid Cap Fund - Regular Growth
HSBC Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,146769,HSBC Large & Mid Cap Fund - Regular IDCW
ICICI Prudential Mutual Fund,Equity scheme,Equity Scheme - Large & Mid Cap Fund,120596,ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth
