fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Equity scheme,Equity Scheme - Value Fund,119658,Aditya Birla Sun Life Pure Value Fund - Direct - IDCW
Aditya Birla Sun Life Mutual Fund,Equity scheme,Equity Scheme - Value Fund,119659,Aditya Birla Sun Life Pure Value Fund - Growth - Direct Plan
Aditya Birla Sun Life Mutual Fund,Equity scheme,Equity Scheme - Value Fund,108167,Aditya Birla Sun Life Pure Value Fund - Growth Option
Aditya Birla Sun Life Mutual Fund,Equity scheme,Equity Scheme - Value Fund,108166,Aditya Birla Sun Life Pure Value Fund - Regular - IDCW
Axis Mutual Fund,Equity scheme,Equity Scheme - Value Fund,149166,Axis Value Fund - Direct Plan - Growth
Axis Mutual Fund,Equity scheme,Equity Scheme - Value Fund,149168,Axis Value Fund - Direct Plan - IDCW
Axis Mutual Fund,Equity scheme,Equity Scheme - Value Fund,149167,Axis Value Fund - Regular Plan - Growth
Axis Mutual Fund,Equity scheme,Equity Scheme - Value Fund,149165,Axis Value Fund - Regular Plan - IDCW
Bandhan Mutual Fund,Equity scheme,Equity Scheme - Value Fund,108909,BANDHAN Sterling Value Fund - Regular Plan - Growth
Bandhan Mutual Fund,Equity scheme,Equity Scheme - Value Fund,108908,BANDHAN Sterling Value Fund - Regular Plan - IDCW
Bandhan Mutual Fund,Equity scheme,Equity Scheme - Value Fund,118481,BANDHAN Sterling Value Fund-Direct Plan-Growth
Bandhan Mutual Fund,Equity scheme,Equity Scheme - Value Fund,118480,BANDHAN Sterling Value Fund-Direct Plan-IDCW
Baroda BNP Paribas Mutual Fund,Equity scheme,Equity Scheme - Value Fund,151755,Baroda BNP Paribas Value Fund - Direct Plan - Growth option
Baroda BNP Paribas Mutual Fund,Equity scheme,Equity Scheme - Value Fund,151756,Baroda BNP Paribas Value Fund - Direct Plan - IDCW option
Baroda BNP Paribas Mutual Fund,Equity scheme,Equity Scheme - Value Fund,151747,Baroda BNP Paribas Value Fund - Regular Plan - Growth option
Baroda BNP Paribas Mutual Fund,Equity scheme,Equity Scheme - Value Fund,151754,Baroda BNP Paribas Value Fund - Regular Plan - IDCW option
Canara Robeco Mutual Fund,Equity scheme,Equity Scheme - Value Fund,149085,Canara Robeco Value Fund - Direct Plan - Growth Option
Canara Robeco Mutual Fund,Equity scheme,Equity Scheme - Value Fund,149086,Canara Robeco Value Fund - Direct Plan - IDCW (Payout/Reinvestment)
Canara Robeco Mutual Fund,Equity scheme,Equity Scheme - Value Fund,149088,Canara Robeco Value Fund - Regular Plan - Growth Option
Canara Robeco Mutual Fund,Equity scheme,Equity Scheme - Value Fund,149087,Canara Robeco Value Fund - Regular Plan - IDCW (Payout/Reinvestment)
DSP Mutual Fund,Equity scheme,Equity Scheme - Value Fund,148595,DSP Value Fund - Direct Plan - Growth
DSP Mutual Fund,Equity scheme,Equity Scheme - Value Fund,148596,DSP Value Fund - Direct Plan - IDCW
DSP Mutual Fund,Equity scheme,Equity Scheme - Value Fund,148594,DSP Value Fund - Regular Plan - Growth
DSP Mutual Fund,Equity scheme,Equity Scheme - Value Fund,148597,DSP Value Fund - Regular Plan - IDCW
Franklin Templeton Mutual Fund,Equity scheme,Equity Scheme - Value Fund,118494,Templeton India Value Fund - Direct - Growth
Franklin Templeton Mutual Fund,Equity scheme,Equity Scheme - Value Fund,118493,Templeton India Value Fund - Direct - IDCW 
Franklin Templeton Mutual Fund,Equity scheme,Equity Scheme - Value Fund,100496,Templeton India Value Fund - Growth Plan
Franklin Templeton Mutual Fund,Equity scheme,Equity Scheme - Value Fund,100497,Templeton India Value Fund - IDCW 
Groww Mutual Fund,Equity scheme,Equity Scheme - Value Fund,135341,Groww Value Fund (formerly known as Indiabulls Value Fund) - Direct Plan - Growth Option
Groww Mutual Fund,Equity scheme,Equity Scheme - Value Fund,135343,Groww Value Fund (formerly known as Indiabulls Value Fund) - Regular Plan - Growth Option
Groww Mutual Fund,Equity scheme,Equity Scheme - Value Fund,135342,Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
Groww Mutual Fund,Equity scheme,Equity Scheme - Value Fund,140819,Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
Groww Mutual Fund,Equity scheme,Equity Scheme - Value Fund,140815,Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
Groww Mutual Fund,Equity scheme,Equity Scheme - Value Fund,140817,Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
Groww Mutual Fund,Equity scheme,Equity Scheme - Value Fund,135344,Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
Groww Mutual Fund,Equity scheme,Equity Scheme - Value Fund,140820,Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
Groww Mutual Fund,Equity scheme,Equity Scheme - Value Fund,140816,Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment.
Groww Mutual Fund,Equity scheme,Equity Scheme - Value Fund,140818,Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)
HDFC Mutual Fund,Equity scheme,Equity Scheme - Value Fund,118935,HDFC Capital Builder Value Fund - Growth Option - Direct Plan
HDFC Mutual Fund,Equity scheme,Equity Scheme - Value Fund,101764,HDFC Capital Builder Value Fund - Growth Plan
HDFC Mutual Fund,Equity scheme,Equity Scheme - Value Fund,118934,HDFC Capital Builder Value Fund - IDCW Option - Direct Plan
HDFC Mutual Fund,Equity scheme,Equity Scheme - Value Fund,101765,HDFC Capital Builder Value Fund - IDCW Plan
HSBC Mutual Fund,Equity scheme,Equity Scheme - Value Fund,151113,HSBC Value Fund - Direct Growth
HSBC Mutual Fund,Equity scheme,Equity Scheme - Value Fund,151112,HSBC Value Fund - Direct IDCW
HSBC Mutual Fund,Equity scheme,Equity Scheme - Value Fund,151110,HSBC Value Fund - Regular Growth
HSBC Mutual Fund,Equity scheme,Equity Scheme - Value Fund,151111,HSBC Value Fund - Regular IDCW
ICICI Prudential Mutual Fund,Equity scheme,Equity Scheme - Value Fund,120323,ICICI Prudential Value Discovery Fund - Direct Plan - Growth
ICICI Prudential Mutual Fund,Equity scheme,Equity Scheme - Value Fund,120322,ICICI Prudential Value Discovery Fund - Direct Plan - IDCW
ICICI Prudential Mutual Fund,Equity scheme,Equity Scheme - Value Fund,102594,ICICI Prudential Value Discovery Fund - Growth
ICICI Prudential Mutual Fund,Equity scheme,Equity Scheme - Value Fund,102595,ICICI Prudential Value Discovery Fund - IDCW
ITI Mutual Fund,Equity scheme,Equity Scheme - Value Fund,148972,ITI Value Fund - Direct Plan - Growth Option
ITI Mutual Fund,Equity scheme,Equity Scheme - Value Fund,148970,ITI Value Fund - Direct Plan - IDCW Option
ITI Mutual Fund,Equity scheme,Equity Scheme - Value Fund,148973,ITI Value Fund - Regular Plan - Growth Option
ITI Mutual Fund,Equity scheme,Equity Scheme - Value Fund,148971,ITI Value Fund - Regular Plan - IDCW Option
JM Financial Mutual Fund,Equity scheme,Equity Scheme - Value Fund,120486,JM Value Fund (Direct) - Growth Option
JM Financial Mutual Fund,Equity scheme,Equity Scheme - Value Fund,120485,JM Value Fund (Direct) - IDCW
JM Financial Mutual Fund,Equity scheme,Equity Scheme - Value Fund,100254,JM Value Fund (Regular) - Growth Option
JM Financial Mutual Fund,Equity scheme,Equity Scheme - Value Fund,106168,JM Value Fund (Regular) - IDCW
LIC Mutual Fund,Equity scheme,Equity Scheme - Value Fund,152018,LIC MF Long Term Value Fund-Direct Plan-Growth
LIC Mutual Fund,Equity scheme,Equity Scheme - Value Fund,152015,LIC MF Long Term Value Fund-Direct Plan-IDCW
LIC Mutual Fund,Equity scheme,Equity Scheme - Value Fund,152016,LIC MF Long Term Value Fund-Regular Plan-Growth
LIC Mutual Fund,Equity scheme,Equity Scheme - Value Fund,152017,LIC MF Long Term Value Fund-Regular Plan-IDCW
Nippon India Mutual Fund,Equity scheme,Equity Scheme - Value Fund,118782,NIPPON INDIA VALUE FUND - DIRECT Plan - IDCW Option
Nippon India Mutual Fund,Equity scheme,Equity Scheme - Value Fund,118784,Nippon India Value Fund - Direct Plan Growth Plan
Nippon India Mutual Fund,Equity scheme,Equity Scheme - Value Fund,103086,NIPPON INDIA VALUE FUND - IDCW Option
Nippon India Mutual Fund,Equity scheme,Equity Scheme - Value Fund,103085,Nippon India Value Fund- Growth Plan
quant Mutual Fund,Equity scheme,Equity Scheme - Value Fund,149335,Quant Value Fund - Growth Option  - Direct Plan
quant Mutual Fund,Equity scheme,Equity Scheme - Value Fund,149337,Quant Value Fund - Growth Option - Regular Plan
quant Mutual Fund,Equity scheme,Equity Scheme - Value Fund,149338,Quant Value Fund - IDCW Option - Direct Plan
quant Mutual Fund,Equity scheme,Equity Scheme - Value Fund,149336,Quant Value Fund - IDCW Option- Regular Plan
Quantum Mutual Fund,Equity scheme,Equity Scheme - Value Fund,103490,Quantum Long Term Equity Value Fund - Direct Plan Growth Option
Quantum Mutual Fund,Equity scheme,Equity Scheme - Value Fund,103491,Quantum Long Term Equity Value Fund - Direct Plan IDCW
Quantum Mutual Fund,Equity scheme,Equity Scheme - Value Fund,141068,Quantum Long Term Equity Value Fund - Regular Plan Growth Option
Quantum Mutual Fund,Equity scheme,Equity Scheme - Value Fund,141069,Quantum Long Term Equity Value Fund - Regular Plan IDCW
Tata Mutual Fund,Equity scheme,Equity Scheme - Value Fund,112218,Tata Equity P/E Fund - Regular Plan - Payout of IDCW-Option A(5%)
Tata Mutual Fund,Equity scheme,Equity Scheme - Value Fund,101672,Tata Equity P/E Fund - Regular Plan -Growth Option
Tata Mutual Fund,Equity scheme,Equity Scheme - Value Fund,119231,Tata Equity P/E Fund -Direct Plan Growth Option
Tata Mutual Fund,Equity scheme,Equity Scheme - Value Fund,102428,Tata Equity P/E Fund Regular Plan - Payout of IDCW-Option B(10%)
Tata Mutual Fund,Equity scheme,Equity Scheme - Value Fund,119233,Tata Equity P/E Fund- Direct Plan - Payout of IDCW -Option B(10%)
Tata Mutual Fund,Equity scheme,Equity Scheme - Value Fund,119232,Tata Equity P/E Fund- Direct Plan -Payout of IDCW-Option A(5%)
Union Mutual Fund,Equity scheme,Equity Scheme - Value Fund,145473,Union Value Discovery Fund - Direct Plan - Growth Option
Union Mutual Fund,Equity scheme,Equity Scheme - Value Fund,145474,Union Value Discovery Fund - Direct Plan - IDCW Option
Union Mutual Fund,Equity scheme,Equity Scheme - Value Fund,145471,Union Value Discovery Fund - Regular Plan - Growth Option
Union Mutual Fund,Equity scheme,Equity Scheme - Value Fund,145472,Union Value Discovery Fund - Regular Plan - IDCW Option
UTI Mutual Fund,Equity scheme,Equity Scheme - Value Fund,120751,UTI Value Fund - Direct Plan - Growth Option
UTI Mutual Fund,Equity scheme,Equity Scheme - Value Fund,120752,UTI Value Fund - Direct Plan - IDCW
UTI Mutual Fund,Equity scheme,Equity Scheme - Value Fund,103098,UTI Value Fund - Regular Plan - Growth Option
UTI Mutual Fund,Equity scheme,Equity Scheme - Value Fund,103097,UTI Value Fund - Regular Plan - IDCW
