fund_house,scheme_type,scheme_category,scheme_code,scheme_name
Aditya Birla Sun Life Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,119528,Aditya Birla Sun Life Frontline Equity Fund - Growth - Direct Plan
Aditya Birla Sun Life Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,119527,Aditya Birla Sun Life Frontline Equity Fund-DIRECT - IDCW
Aditya Birla Sun Life Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,103174,Aditya Birla Sun Life Frontline Equity Fund-Growth
Aditya Birla Sun Life Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,103173,Aditya Birla Sun Life Frontline Equity Fund-Regular - IDCW
Axis Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,120465,Axis Bluechip Fund - Direct Plan - Growth
Axis Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,120466,Axis Bluechip Fund - Direct Plan - IDCW
Axis Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,112277,Axis Bluechip Fund - Regular Plan - Growth
Axis Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,112278,Axis Bluechip Fund - Regular Plan - IDCW
Bandhan Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,108799,BANDHAN Large Cap Fund - Regular Plan - Growth
Bandhan Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,108800,BANDHAN Large Cap Fund - Regular Plan - IDCW
Bandhan Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,118479,BANDHAN Large Cap Fund-Direct Plan-Growth
Bandhan Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,118478,BANDHAN Large Cap Fund-Direct Plan-IDCW
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,148980,BANK OF INDIA Bluechip Fund Direct Plan Growth
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,148981,BANK OF INDIA Bluechip Fund Direct Plan IDCW
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,148982,BANK OF INDIA Bluechip Fund Regular Plan Growth
Bank of India Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,148983,BANK OF INDIA Bluechip Fund Regular Plan IDCW
Baroda BNP Paribas Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,150187,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option
Baroda BNP Paribas Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,150188,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option
Baroda BNP Paribas Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,150186,BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option
Baroda BNP Paribas Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,150185,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option
Canara Robeco Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,118269,CANARA ROBECO BLUE CHIP EQUITY FUND - DIRECT PLAN - GROWTH OPTION
Canara Robeco Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,118270,CANARA ROBECO BLUE CHIP EQUITY FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)
Canara Robeco Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,113221,CANARA ROBECO BLUE CHIP EQUITY FUND - REGULAR PLAN - GROWTH OPTION
Canara Robeco Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,113222,CANARA ROBECO BLUE CHIP EQUITY FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)
DSP Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,119250,DSP Top 100 Equity Fund - Direct Plan - Growth
DSP Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,119249,DSP Top 100 Equity Fund - Direct Plan - IDCW
DSP Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,101635,DSP Top 100 Equity Fund - Regular Plan - Growth
DSP Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,101636,DSP Top 100 Equity Fund - Regular Plan - IDCW
Edelweiss Mutual Fund,Equity scheme,Equity Scheme - Large Cap Fund,118616,Edelweiss Large Cap Fund - Direct Plan - IDCW Option
